name,lon_lat,coor_type,category
غابة اشجار الاراك,"[[41.488688, 18.774648]]",POINT,أسماء ثانوية
الحداب,"[[41.450901, 18.764091]]",POINT,أسماء ثانوية
محاريف,"[[41.465557, 18.756945]]",POINT,أسماء ثانوية
مقفلة,"[[41.46251, 18.838334]]",POINT,أسماء ثانوية
الخبت,"[[41.441889, 18.769712]]",POINT,أسماء ثانوية
الشارة,"[[41.574433, 19.131381]]",POINT,أسماء ثانوية
أهالا,"[[39.649057, 22.17144]]",POINT,أسماء ثانوية
مطل نمرة,"[[41.670739000000026, 19.57905]]",POINT,أسماء ثانوية
المستوية,"[[42.73721039999998, 21.6158057]]",POINT,أسماء ثانوية
ابوعشرة,"[[42.73721039999998, 21.5654057]]",POINT,أسماء ثانوية
الجفره,"[[43.603309999999965, 22.08977]]",POINT,أسماء ثانوية
جفره الصاقب,"[[43.57860000000005, 22.28454]]",POINT,أسماء ثانوية
نبطاء حوفية,"[[43.48473999999999, 21.79161]]",POINT,أسماء ثانوية
مصفوحه,"[[43.71846, 21.20235]]",POINT,أسماء ثانوية
الرقيقه,"[[43.74613999999997, 21.12113]]",POINT,أسماء ثانوية
الدحل,"[[43.788189999999986, 21.15299]]",POINT,أسماء ثانوية
محمية مجامع الهضب,"[[43.773109999999974, 21.26032]]",POINT,أسماء ثانوية
أبن غنام,"[[41.679211, 21.199322]]",POINT,أسماء رئيسة
أبو الجزعة,"[[41.318057, 18.643606]]",POINT,أسماء رئيسة
أبو الريش,"[[41.299174, 18.752224]]",POINT,أسماء رئيسة
أبو راكة,"[[41.200962, 20.933504]]",POINT,أسماء رئيسة
أبو عروة,"[[39.706478, 21.647358]]",POINT,أسماء رئيسة
أبو علي,"[[41.088696, 19.2453]]",POINT,أسماء رئيسة
أبو غيل,"[[40.491829, 21.173916]]",POINT,أسماء رئيسة
أبو مراغ,"[[39.797115, 21.523762]]",POINT,أسماء رئيسة
أم الجرم,"[[39.457397, 21.956005]]",POINT,أسماء رئيسة
أم الحاضر,"[[41.321661, 18.75555]]",POINT,أسماء رئيسة
أم الحناية,"[[41.350286, 18.754435]]",POINT,أسماء رئيسة
أم الراكة,"[[39.993324, 21.157608]]",POINT,أسماء رئيسة
أم الزلة,"[[40.038643, 21.051006]]",POINT,أسماء رئيسة
أم الشوك,"[[40.609589, 19.869118]]",POINT,أسماء رئيسة
أم العرمط,"[[39.690964, 22.35029]]",POINT,أسماء رئيسة
أم القنديل,"[[40.695355, 19.756057]]",POINT,أسماء رئيسة
أم الملح,"[[39.450874, 21.966305]]",POINT,أسماء رئيسة
أم الملح,"[[39.756775, 22.079601]]",POINT,أسماء رئيسة
أم حبيتر,"[[40.086708, 21.278629]]",POINT,أسماء رئيسة
أم راكة,"[[42.079117, 21.95298]]",POINT,أسماء رئيسة
أم رُبيص,"[[40.752111, 19.657073]]",POINT,أسماء رئيسة
أم سدرة,"[[39.499283, 21.973343]]",POINT,أسماء رئيسة
أم سريحة,"[[39.495678, 21.959438]]",POINT,أسماء رئيسة
أم شعره,"[[41.217227, 18.923328]]",POINT,أسماء رئيسة
أهالا,"[[39.650517, 22.171612]]",POINT,أسماء رئيسة
ابو جميدة,"[[42.067981, 22.011237]]",POINT,أسماء رئيسة
ابو حصاني,"[[39.784241, 21.73027]]",POINT,أسماء رئيسة
ابو شوشه,"[[39.048135, 22.303834]]",POINT,أسماء رئيسة
ابو صليلة,"[[39.499969, 22.250061]]",POINT,أسماء رئيسة
ابو قشع,"[[39.028051, 22.252743]]",POINT,أسماء رئيسة
ابو ملوح,"[[42.187157, 20.724335]]",POINT,أسماء رئيسة
اتانة,"[[40.557532, 20.62932]]",POINT,أسماء رئيسة
احد بني زيد,"[[41.203022, 19.192772]]",POINT,أسماء رئيسة
اضم,"[[40.88474, 20.449569]]",POINT,أسماء رئيسة
ال بن برزان,"[[41.731825, 19.538691]]",POINT,أسماء رئيسة
ال حفيش,"[[41.825209, 19.540429]]",POINT,أسماء رئيسة
ال خريم,"[[41.801391, 19.518628]]",POINT,أسماء رئيسة
ال شهوان,"[[41.813428, 19.554312]]",POINT,أسماء رئيسة
ال مشاعث,"[[41.63048, 19.623492]]",POINT,أسماء رئيسة
ال مقرن,"[[41.720388, 19.804165]]",POINT,أسماء رئيسة
الأبرق,"[[38.62499, 20.585568]]",POINT,أسماء رئيسة
الأبرق,"[[42.844813, 21.228933]]",POINT,أسماء رئيسة
الأبواء,"[[39.077168, 23.112144]]",POINT,أسماء رئيسة
الأخاضر,"[[40.62933, 21.481082]]",POINT,أسماء رئيسة
الأريقط,"[[41.863403, 21.559639]]",POINT,أسماء رئيسة
الأصيحر,"[[40.372932, 22.603426]]",POINT,أسماء رئيسة
الأملح,"[[42.713814, 21.170011]]",POINT,أسماء رئيسة
الاثيل,"[[40.879226, 21.534469]]",POINT,أسماء رئيسة
الاجوف,"[[40.729945, 20.939598]]",POINT,أسماء رئيسة
الاصادعه,"[[41.805618, 19.546952]]",POINT,أسماء رئيسة
الاصفر,"[[40.741854, 21.227431]]",POINT,أسماء رئيسة
الافينخ,"[[42.421625, 20.635006]]",POINT,أسماء رئيسة
الباثة,"[[40.90991, 20.371249]]",POINT,أسماء رئيسة
البادرية,"[[41.639214, 22.921493]]",POINT,أسماء رئيسة
الباردة,"[[40.657353, 21.450634]]",POINT,أسماء رئيسة
البارك,"[[41.687107, 19.599137]]",POINT,أسماء رئيسة
البازم,"[[42.659397, 21.119413]]",POINT,أسماء رئيسة
البحرة,"[[41.669211, 22.942157]]",POINT,أسماء رئيسة
البحول,"[[39.430447, 22.429104]]",POINT,أسماء رئيسة
البراكيت,"[[41.308379, 18.754692]]",POINT,أسماء رئيسة
البرزة,"[[39.676437, 21.979694]]",POINT,أسماء رئيسة
البريكة,"[[39.320927, 22.344131]]",POINT,أسماء رئيسة
البريكة,"[[39.717636, 21.785717]]",POINT,أسماء رئيسة
البريكة,"[[41.890011, 21.589165]]",POINT,أسماء رئيسة
البريم,"[[41.208, 18.936481]]",POINT,أسماء رئيسة
البلهاء,"[[40.366366, 20.094573]]",POINT,أسماء رئيسة
البناية,"[[40.015469, 21.932209]]",POINT,أسماء رئيسة
البيار,"[[39.671288, 22.649345]]",POINT,أسماء رئيسة
البيداء,"[[40.719881, 20.472143]]",POINT,أسماء رئيسة
البيضاء,"[[40.448742, 22.428246]]",POINT,أسماء رئيسة
البيضتين,"[[41.369405, 18.692443]]",POINT,أسماء رئيسة
التضبية,"[[39.069271, 23.101501]]",POINT,أسماء رئيسة
التنعيم,"[[39.796429, 21.477413]]",POINT,أسماء رئيسة
الثابتية,"[[40.610426, 21.403642]]",POINT,أسماء رئيسة
الثعالبه,"[[41.084683, 19.17243]]",POINT,أسماء رئيسة
الثلوث,"[[41.375263, 19.443762]]",POINT,أسماء رئيسة
الثني,"[[40.873368, 20.995259]]",POINT,أسماء رئيسة
الثيل,"[[40.719044, 21.200674]]",POINT,أسماء رئيسة
الجبوب,"[[41.044729, 20.998499]]",POINT,أسماء رئيسة
الجذية,"[[41.127148, 20.54306]]",POINT,أسماء رئيسة
الجربة,"[[40.73694, 21.22138]]",POINT,أسماء رئيسة
الجرد,"[[41.438262, 18.987508]]",POINT,أسماء رئيسة
الجرويه,"[[40.786228, 21.265111]]",POINT,أسماء رئيسة
الجضع,"[[39.583397, 21.934376]]",POINT,أسماء رئيسة
الجعرانة,"[[39.955902, 21.563072]]",POINT,أسماء رئيسة
الجعلان,"[[41.094532, 20.592499]]",POINT,أسماء رئيسة
الجعيده,"[[41.571, 19.665399]]",POINT,أسماء رئيسة
الجعيرة,"[[42.24329, 22.149811]]",POINT,أسماء رئيسة
الجلمه,"[[41.179118, 19.167044]]",POINT,أسماء رئيسة
الجمدة,"[[42.710724, 21.149712]]",POINT,أسماء رئيسة
الجموم,"[[39.698925, 21.616631]]",POINT,أسماء رئيسة
الجناب الاحمر,"[[40.730245, 20.808234]]",POINT,أسماء رئيسة
الجنابيات,"[[40.585878, 19.765692]]",POINT,أسماء رئيسة
الجناح,"[[41.70835, 19.690611]]",POINT,أسماء رئيسة
الجندل,"[[41.551859, 18.791707]]",POINT,أسماء رئيسة
الجنيزيه,"[[38.982174, 22.255189]]",POINT,أسماء رئيسة
الحاجب,"[[41.007221, 19.195004]]",POINT,أسماء رئيسة
الحاجب,"[[41.373761, 18.961608]]",POINT,أسماء رئيسة
الحاذرية,"[[41.60162, 21.148059]]",POINT,أسماء رئيسة
الحبواء,"[[41.872716, 19.39353]]",POINT,أسماء رئيسة
الحبيل,"[[41.802506, 19.571607]]",POINT,أسماء رئيسة
الحبيل,"[[41.347926, 18.973646]]",POINT,أسماء رئيسة
الحجرة,"[[42.67416, 21.138725]]",POINT,أسماء رئيسة
الحجره,"[[41.86188, 19.382093]]",POINT,أسماء رئيسة
الحجف,"[[42.001998, 21.861076]]",POINT,أسماء رئيسة
الحجف,"[[41.24598, 18.966436]]",POINT,أسماء رئيسة
الحدباء,"[[39.815655, 22.117882]]",POINT,أسماء رئيسة
الحدة,"[[42.439671, 21.052895]]",POINT,أسماء رئيسة
الحذيفة,"[[41.716762, 19.627397]]",POINT,أسماء رئيسة
الحذيفية,"[[41.615739, 21.679266]]",POINT,أسماء رئيسة
الحرش,"[[41.732791, 19.468653]]",POINT,أسماء رئيسة
الحزم,"[[41.780813, 21.476684]]",POINT,أسماء رئيسة
الحسباء,"[[40.232942, 21.163981]]",POINT,أسماء رئيسة
الحسن,"[[40.143335, 21.387999]]",POINT,أسماء رئيسة
الحسينيه,"[[39.89773, 21.308713]]",POINT,أسماء رئيسة
الحشرج,"[[41.562138, 21.08963]]",POINT,أسماء رئيسة
الحشفة,"[[41.792679, 21.399994]]",POINT,أسماء رئيسة
الحشو,"[[41.545165, 19.625466]]",POINT,أسماء رئيسة
الحصاء,"[[41.5239, 19.154448]]",POINT,أسماء رئيسة
الحصينية,"[[39.432335, 22.588921]]",POINT,أسماء رئيسة
الحطامية,"[[41.323121, 18.787737]]",POINT,أسماء رئيسة
الحفائر,"[[40.604181, 22.311108]]",POINT,أسماء رئيسة
الحفائر,"[[42.963731, 21.279016]]",POINT,أسماء رئيسة
الحفرة,"[[40.799232, 20.902627]]",POINT,أسماء رئيسة
الحفنة,"[[39.909124, 22.620163]]",POINT,أسماء رئيسة
الحفيرة,"[[40.500755, 22.595615]]",POINT,أسماء رئيسة
الحفيرة,"[[41.572437, 22.817466]]",POINT,أسماء رئيسة
الحفيرة,"[[42.534041, 22.875273]]",POINT,أسماء رئيسة
الحفيرة,"[[41.53347, 21.843567]]",POINT,أسماء رئيسة
الحكاك,"[[39.267712, 22.816372]]",POINT,أسماء رئيسة
الحلاة,"[[40.65834, 21.360769]]",POINT,أسماء رئيسة
الحلة,"[[41.035008, 19.088058]]",POINT,أسماء رئيسة
الحمره,"[[41.799438, 19.496956]]",POINT,أسماء رئيسة
الحمضة,"[[41.602135, 19.428978]]",POINT,أسماء رئيسة
الحنو,"[[42.167544, 22.128053]]",POINT,أسماء رئيسة
الحورة,"[[40.709839, 20.816689]]",POINT,أسماء رئيسة
الحوية,"[[40.500498, 21.442137]]",POINT,أسماء رئيسة
الحوية,"[[40.723186, 20.481884]]",POINT,أسماء رئيسة
الحويرس,"[[41.249714, 18.90584]]",POINT,أسماء رئيسة
الحيلة,"[[41.38567, 18.97208]]",POINT,أسماء رئيسة
الحيلة,"[[41.368332, 18.954721]]",POINT,أسماء رئيسة
الخالدية,"[[41.570077, 21.726837]]",POINT,أسماء رئيسة
الخالدية,"[[42.78029, 21.345556]]",POINT,أسماء رئيسة
الخالف,"[[41.788001, 19.43445]]",POINT,أسماء رئيسة
الخبيبة,"[[41.42307, 18.981113]]",POINT,أسماء رئيسة
الخديد,"[[39.867926, 22.455926]]",POINT,أسماء رئيسة
الخرائق,"[[40.87296, 21.35107]]",POINT,أسماء رئيسة
الخرابة,"[[40.851202, 22.19455]]",POINT,أسماء رئيسة
الخربه,"[[40.813201, 20.968909]]",POINT,أسماء رئيسة
الخرمة,"[[42.025065, 21.91397]]",POINT,أسماء رئيسة
الخريبا,"[[39.084377, 23.099613]]",POINT,أسماء رئيسة
الخشاشة,"[[40.78979, 20.902627]]",POINT,أسماء رئيسة
الخشرمه,"[[40.667224, 21.137223]]",POINT,أسماء رئيسة
الخشيعي,"[[41.280785, 18.737891]]",POINT,أسماء رئيسة
الخصرة,"[[40.783825, 20.357494]]",POINT,أسماء رئيسة
الخضر,"[[40.474942, 22.519548]]",POINT,أسماء رئيسة
الخضراء,"[[39.55797, 21.110272]]",POINT,أسماء رئيسة
الخفاشة,"[[40.291693, 21.277192]]",POINT,أسماء رئيسة
الخلاصة,"[[39.925861, 21.691303]]",POINT,أسماء رئيسة
الخلاصة,"[[40.262554, 20.886769]]",POINT,أسماء رئيسة
الخليف,"[[41.671572, 19.540944]]",POINT,أسماء رئيسة
الخمجان,"[[41.154099, 19.32641]]",POINT,أسماء رئيسة
الخنفسة,"[[39.885864, 22.11153]]",POINT,أسماء رئيسة
الخوار,"[[39.551468, 22.170239]]",POINT,أسماء رئيسة
الخوالدة,"[[41.316276, 18.727698]]",POINT,أسماء رئيسة
الخوالدة,"[[41.294174, 18.745358]]",POINT,أسماء رئيسة
الخيال,"[[41.789718, 19.431381]]",POINT,أسماء رئيسة
الخيع,"[[41.391463, 18.761194]]",POINT,أسماء رئيسة
الخيف,"[[39.737549, 21.688042]]",POINT,أسماء رئيسة
الخيمة,"[[38.074172, 23.248894]]",POINT,أسماء رئيسة
الدار البيضاء,"[[42.937853, 21.217303]]",POINT,أسماء رئيسة
الدبش,"[[41.30971, 18.744221]]",POINT,أسماء رئيسة
الدبيسية,"[[41.314538, 18.738985]]",POINT,أسماء رئيسة
الدبيلة,"[[42.061908, 21.924505]]",POINT,أسماء رئيسة
الدحلة,"[[39.664421, 22.293663]]",POINT,أسماء رئيسة
الدعاشيش,"[[41.254027, 19.027526]]",POINT,أسماء رئيسة
الدعامه,"[[40.214059, 20.162895]]",POINT,أسماء رئيسة
الدعدي,"[[41.141524, 19.131918]]",POINT,أسماء رئيسة
الدغمية,"[[42.061436, 21.958752]]",POINT,أسماء رئيسة
الدف,"[[39.320755, 22.093506]]",POINT,أسماء رئيسة
الدفينة,"[[41.994338, 23.302152]]",POINT,أسماء رئيسة
الدوارة,"[[39.684162, 22.439404]]",POINT,أسماء رئيسة
الدوح الكبير,"[[39.658928, 21.556892]]",POINT,أسماء رئيسة
الدور,"[[39.018052, 22.034433]]",POINT,أسماء رئيسة
الدور,"[[41.235402, 18.838227]]",POINT,أسماء رئيسة
الدوم,"[[40.412135, 22.602868]]",POINT,أسماء رئيسة
الذويب,"[[41.64299, 23.034382]]",POINT,أسماء رئيسة
الراغية,"[[41.490147, 23.425512]]",POINT,أسماء رئيسة
الراكة,"[[40.57369, 20.67539]]",POINT,أسماء رئيسة
الربوة السفلى,"[[39.437656, 21.954975]]",POINT,أسماء رئيسة
الربوة العليا,"[[39.412766, 21.981754]]",POINT,أسماء رئيسة
الرجيله,"[[40.381, 21.104264]]",POINT,أسماء رئيسة
الرحى,"[[40.810089, 20.871964]]",POINT,أسماء رئيسة
الردمة,"[[41.410432, 18.76261]]",POINT,أسماء رئيسة
الرصفة,"[[40.816655, 20.910566]]",POINT,أسماء رئيسة
الرفائع,"[[41.411633, 23.376224]]",POINT,أسماء رئيسة
الرفيبعه,"[[41.150043, 22.854288]]",POINT,أسماء رئيسة
الركنة,"[[41.734872, 23.34142]]",POINT,أسماء رئيسة
الرمثية,"[[41.658161, 23.137872]]",POINT,أسماء رئيسة
الرميدة,"[[40.562725, 21.323605]]",POINT,أسماء رئيسة
الرميده,"[[40.855644, 20.95994]]",POINT,أسماء رئيسة
الرميضة,"[[41.419616, 18.765163]]",POINT,أسماء رئيسة
الرنفية,"[[40.360422, 20.860784]]",POINT,أسماء رئيسة
الرهناء,"[[39.377747, 21.322403]]",POINT,أسماء رئيسة
الرهوة,"[[39.81411, 22.168007]]",POINT,أسماء رئيسة
الرهوة,"[[41.519051, 19.593086]]",POINT,أسماء رئيسة
الروابة,"[[40.715311, 20.506818]]",POINT,أسماء رئيسة
الروسان,"[[40.659714, 21.126945]]",POINT,أسماء رئيسة
الروضة,"[[39.895821, 21.56702]]",POINT,أسماء رئيسة
الروضة,"[[40.857811, 20.823877]]",POINT,أسماء رئيسة
الروضة الشمالية,"[[39.975986, 21.73027]]",POINT,أسماء رئيسة
الرون,"[[41.342497, 18.756387]]",POINT,أسماء رئيسة
الرويضات,"[[40.276716, 21.288972]]",POINT,أسماء رئيسة
الرويغة,"[[39.627063, 21.772134]]",POINT,أسماء رئيسة
الرويلية,"[[41.706376, 23.427594]]",POINT,أسماء رئيسة
الريان,"[[39.898739, 21.677914]]",POINT,أسماء رئيسة
الريش,"[[41.047776, 18.690555]]",POINT,أسماء رئيسة
الريع,"[[40.858455, 20.908248]]",POINT,أسماء رئيسة
الريع,"[[41.327112, 21.494]]",POINT,أسماء رئيسة
الريقة,"[[40.186272, 21.396883]]",POINT,أسماء رئيسة
الزباره,"[[38.825619, 22.966082]]",POINT,أسماء رئيسة
الزراب,"[[41.796627, 19.45389]]",POINT,أسماء رئيسة
الزراب,"[[41.332498, 18.726947]]",POINT,أسماء رئيسة
الزراع,"[[39.400921, 21.910171]]",POINT,أسماء رئيسة
الزريب,"[[39.971459, 21.918626]]",POINT,أسماء رئيسة
الزعاترة,"[[41.244972, 19.298601]]",POINT,أسماء رئيسة
الزغابية,"[[41.306942, 18.761945]]",POINT,أسماء رئيسة
الزفايفة,"[[39.442291, 22.139854]]",POINT,أسماء رئيسة
الزقاق,"[[40.715482, 20.509737]]",POINT,أسماء رئيسة
الزويراء,"[[39.73609, 23.039446]]",POINT,أسماء رئيسة
الزيمة,"[[40.111556, 21.617296]]",POINT,أسماء رئيسة
الزيمة,"[[40.100441, 21.618347]]",POINT,أسماء رئيسة
السادة,"[[41.307907, 18.717356]]",POINT,أسماء رئيسة
السادة,"[[41.28336, 18.727677]]",POINT,أسماء رئيسة
السادة,"[[41.353998, 19.239743]]",POINT,أسماء رئيسة
الساده,"[[41.266108, 18.909209]]",POINT,أسماء رئيسة
السبت,"[[41.126461, 19.357567]]",POINT,أسماء رئيسة
السبت,"[[41.114359, 19.371879]]",POINT,أسماء رئيسة
السبطة,"[[41.524243, 18.779991]]",POINT,أسماء رئيسة
السحن,"[[40.807085, 20.944662]]",POINT,أسماء رئيسة
السديرة,"[[41.711011, 19.695096]]",POINT,أسماء رئيسة
السر,"[[41.702793, 19.529486]]",POINT,أسماء رئيسة
السراحين,"[[40.648384, 21.12392]]",POINT,أسماء رئيسة
السطى,"[[41.652174, 19.627419]]",POINT,أسماء رئيسة
السعدية,"[[39.908373, 20.705431]]",POINT,أسماء رئيسة
السلم,"[[42.814407, 21.257172]]",POINT,أسماء رئيسة
السلمية,"[[42.081242, 21.968]]",POINT,أسماء رئيسة
السليم,"[[39.634209, 22.587719]]",POINT,أسماء رئيسة
السمرة,"[[41.190705, 19.105246]]",POINT,أسماء رئيسة
السمرة,"[[41.261945, 18.973882]]",POINT,أسماء رئيسة
السنح,"[[40.29253, 21.209793]]",POINT,أسماء رئيسة
السند,"[[41.714036, 19.67175]]",POINT,أسماء رئيسة
السنيه,"[[38.955889, 22.881303]]",POINT,أسماء رئيسة
السهم,"[[39.600735, 22.031021]]",POINT,أسماء رئيسة
السوارقية,"[[40.693982, 21.853137]]",POINT,أسماء رئيسة
السور,"[[40.739708, 21.198442]]",POINT,أسماء رئيسة
السويلة,"[[39.454994, 22.366962]]",POINT,أسماء رئيسة
السيل الصغير,"[[40.481701, 21.508999]]",POINT,أسماء رئيسة
السيل الكبير,"[[40.427091, 21.628132]]",POINT,أسماء رئيسة
الشامية,"[[39.525375, 21.84082]]",POINT,أسماء رئيسة
الشامية,"[[40.350723, 21.773357]]",POINT,أسماء رئيسة
الشباشبة,"[[40.866137, 20.829477]]",POINT,أسماء رئيسة
الشبان,"[[41.09539, 20.423241]]",POINT,أسماء رئيسة
الشبان,"[[41.067731, 20.444291]]",POINT,أسماء رئيسة
الشثه,"[[40.803502, 20.986161]]",POINT,أسماء رئيسة
الشدقاء,"[[40.160093, 21.436064]]",POINT,أسماء رئيسة
الشرائع,"[[40.062332, 21.516037]]",POINT,أسماء رئيسة
الشرع,"[[39.970665, 22.647972]]",POINT,أسماء رئيسة
الشرفية,"[[41.857223, 21.584187]]",POINT,أسماء رئيسة
الشرى,"[[41.865699, 19.383101]]",POINT,أسماء رئيسة
الشرى,"[[40.881929, 20.276985]]",POINT,أسماء رئيسة
الشريف,"[[40.247555, 21.46162]]",POINT,أسماء رئيسة
الشصرة,"[[41.461716, 19.408207]]",POINT,أسماء رئيسة
الشعاعيب,"[[40.840473, 20.738926]]",POINT,أسماء رئيسة
الشعب,"[[39.487095, 21.968536]]",POINT,أسماء رئيسة
الشعب,"[[41.424658, 18.767159]]",POINT,أسماء رئيسة
الشعبان,"[[40.352869, 21.116409]]",POINT,أسماء رئيسة
الشعبة,"[[39.656525, 22.612438]]",POINT,أسماء رئيسة
الشعبة,"[[40.920296, 20.494652]]",POINT,أسماء رئيسة
الشعبه,"[[40.372074, 21.113319]]",POINT,أسماء رئيسة
الشفاء,"[[40.315554, 21.080725]]",POINT,أسماء رئيسة
الشميسي,"[[39.600391, 21.441536]]",POINT,أسماء رئيسة
الشوحطه,"[[40.851653, 20.995281]]",POINT,أسماء رئيسة
الشيبية,"[[40.790927, 20.512762]]",POINT,أسماء رئيسة
الصاغية,"[[41.254156, 18.867881]]",POINT,أسماء رئيسة
الصافي,"[[41.020567, 19.216676]]",POINT,أسماء رئيسة
الصبخه,"[[40.841932, 20.948052]]",POINT,أسماء رئيسة
الصبه,"[[41.791906, 19.498801]]",POINT,أسماء رئيسة
الصدر,"[[39.401436, 22.140541]]",POINT,أسماء رئيسة
الصدر,"[[40.179899, 21.521745]]",POINT,أسماء رئيسة
الصدر,"[[42.734156, 21.200202]]",POINT,أسماء رئيسة
الصدية,"[[40.553112, 20.297413]]",POINT,أسماء رئيسة
الصرح,"[[41.193752, 19.233348]]",POINT,أسماء رئيسة
الصريرات,"[[40.639458, 21.122224]]",POINT,أسماء رئيسة
الصعيب,"[[39.941247, 22.398398]]",POINT,أسماء رئيسة
الصفة,"[[41.385198, 18.766193]]",POINT,أسماء رئيسة
الصفية,"[[42.955019, 21.270111]]",POINT,أسماء رئيسة
الصلب,"[[41.290505, 18.73641]]",POINT,أسماء رئيسة
الصلة,"[[41.521668, 19.188609]]",POINT,أسماء رئيسة
الصليلة,"[[41.135709, 20.250721]]",POINT,أسماء رئيسة
الصماء,"[[40.870492, 20.733175]]",POINT,أسماء رئيسة
الصمد,"[[39.604168, 21.506081]]",POINT,أسماء رئيسة
الصمد الشمالي,"[[39.750938, 21.674652]]",POINT,أسماء رئيسة
الصهوة,"[[41.34769, 18.951137]]",POINT,أسماء رئيسة
الصهوه,"[[40.274227, 21.159132]]",POINT,أسماء رئيسة
الصوافية,"[[41.69908, 19.618084]]",POINT,أسماء رئيسة
الصواملة,"[[40.428228, 20.247052]]",POINT,أسماء رئيسة
الصوان,"[[41.586771, 22.795043]]",POINT,أسماء رئيسة
الصور,"[[40.980206, 20.884001]]",POINT,أسماء رئيسة
الصور المهجوره,"[[40.724173, 21.211102]]",POINT,أسماء رئيسة
الضبية,"[[39.447098, 22.424297]]",POINT,أسماء رئيسة
الضحياء,"[[40.278733, 21.288242]]",POINT,أسماء رئيسة
الضرس,"[[39.880028, 21.755161]]",POINT,أسماء رئيسة
الضرس,"[[41.328893, 18.774176]]",POINT,أسماء رئيسة
الضرم,"[[42.795181, 21.203613]]",POINT,أسماء رئيسة
الطائف,"[[40.416877, 21.267171]]",POINT,أسماء رئيسة
الطفحاء,"[[39.569321, 22.243881]]",POINT,أسماء رئيسة
الطفلان,"[[40.696278, 20.947151]]",POINT,أسماء رئيسة
الطفيحاء,"[[40.814188, 21.033797]]",POINT,أسماء رئيسة
الطلعة,"[[39.416027, 22.123718]]",POINT,أسماء رئيسة
الطويله,"[[39.082146, 22.277699]]",POINT,أسماء رئيسة
الطويله,"[[40.8182, 19.462109]]",POINT,أسماء رئيسة
الظليف,"[[41.505125, 19.704773]]",POINT,أسماء رئيسة
الظليم,"[[42.160721, 22.105179]]",POINT,أسماء رئيسة
الظهرة,"[[41.872222, 19.436381]]",POINT,أسماء رئيسة
العاصد,"[[41.036682, 20.505445]]",POINT,أسماء رئيسة
العتمه,"[[41.802335, 19.52985]]",POINT,أسماء رئيسة
العثيثي,"[[42.917404, 21.248589]]",POINT,أسماء رئيسة
العجوزه,"[[40.069864, 20.251279]]",POINT,أسماء رئيسة
العجية,"[[41.37361, 18.726947]]",POINT,أسماء رئيسة
العدل,"[[40.804982, 22.180882]]",POINT,أسماء رئيسة
العذيبه,"[[40.677094, 21.06077]]",POINT,أسماء رئيسة
العرفاء,"[[40.618944, 21.536207]]",POINT,أسماء رئيسة
العرقين,"[[41.76075, 21.329269]]",POINT,أسماء رئيسة
العروشيه,"[[40.846932, 20.924728]]",POINT,أسماء رئيسة
العزيزية,"[[40.855258, 20.396934]]",POINT,أسماء رئيسة
العصامي,"[[41.353376, 18.674891]]",POINT,أسماء رئيسة
العصب,"[[39.775743, 21.807024]]",POINT,أسماء رئيسة
العصمه,"[[40.717478, 21.211295]]",POINT,أسماء رئيسة
العطيف,"[[41.02119, 21.874101]]",POINT,أسماء رئيسة
العفيرية,"[[42.148876, 20.589066]]",POINT,أسماء رئيسة
العقبه,"[[40.85279, 20.95582]]",POINT,أسماء رئيسة
العقدة,"[[41.162682, 19.302292]]",POINT,أسماء رئيسة
العقلة,"[[39.917686, 22.501202]]",POINT,أسماء رئيسة
العلاوة,"[[41.647968, 21.177521]]",POINT,أسماء رئيسة
العلبة,"[[41.434143, 20.918205]]",POINT,أسماء رئيسة
العمائر,"[[42.895045, 21.26142]]",POINT,أسماء رئيسة
العمار,"[[40.878239, 20.67215]]",POINT,أسماء رئيسة
العماير,"[[41.26158, 19.251802]]",POINT,أسماء رئيسة
العمشان,"[[41.042669, 20.553789]]",POINT,أسماء رئيسة
العمودة,"[[40.012808, 22.477427]]",POINT,أسماء رئيسة
العمودية,"[[41.108394, 19.197578]]",POINT,أسماء رئيسة
العوادات,"[[41.100154, 19.360228]]",POINT,أسماء رئيسة
العوامرة,"[[41.705625, 19.669905]]",POINT,أسماء رئيسة
العوصاء,"[[40.848777, 20.907133]]",POINT,أسماء رئيسة
العويلة,"[[42.471943, 21.051006]]",POINT,أسماء رئيسة
العيبة السفلى,"[[40.01461, 22.42007]]",POINT,أسماء رئيسة
العيبة الوسطى,"[[40.021327, 22.43994]]",POINT,أسماء رئيسة
العين الحارة,"[[40.472946, 20.462379]]",POINT,أسماء رئيسة
العينة,"[[41.48283, 18.741817]]",POINT,أسماء رئيسة
الغافة,"[[42.444134, 20.958824]]",POINT,أسماء رئيسة
الغبه,"[[39.147892, 21.1357]]",POINT,أسماء رئيسة
الغراب,"[[40.807493, 20.905287]]",POINT,أسماء رئيسة
الغرابة,"[[40.764921, 20.422382]]",POINT,أسماء رئيسة
الغرابة,"[[41.533642, 21.03178]]",POINT,أسماء رئيسة
الغرات,"[[40.893345, 20.45414]]",POINT,أسماء رئيسة
الغريب,"[[39.929724, 22.623575]]",POINT,أسماء رئيسة
الغريف,"[[39.866295, 22.43906]]",POINT,أسماء رئيسة
الغريف,"[[41.874733, 21.614571]]",POINT,أسماء رئيسة
الغزر,"[[41.32252, 18.946416]]",POINT,أسماء رئيسة
الغزوية,"[[41.100326, 19.305232]]",POINT,أسماء رئيسة
الغمير,"[[40.595062, 21.207283]]",POINT,أسماء رئيسة
