city,branch_postal_code,building_number,lat,lon,subtype_name,branch_id,brand_name_en,brand_name_ar,brand_logo_link,brand_website,brand_size,brand_price_range,brand_instagram_link,brand_type,brand_categories,branch_rating,branch_status,branch_opening_hours,branch_amenities,branch_accessibility_facilities,branch_national_short_address,branch_payment_methods,branch_phone_number,street_aname,street_ename,district,branch_reviews
الرياض,13521.0,,24.8005162,46.6258327000001,Other,,,,,,,,,,,,,,,,RRMB4159,,,محمد بن عبدالعزيز الدغيثر,Muhammad Ibn Abdulaziz Al Deghethr,,
الرياض,13521.0,,24.7973701993811,46.6261353992859,Hotel,,,,,,,,,,,,,,,,RRMB4184,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.7976557347018,46.626620809331,Furnished Apartment,,,,,,,,,,,,,,,,RRME4233,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.7924030238356,46.6265952130238,ATM Machine,,,,,,,,,,,,,,,,RRMB4246,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.793386021046,46.6266620100726,Mosque,,,,,,,,,,,,,,,,RRMA4251,,,الحتار,Al Hatar,,
الرياض,13521.0,,24.7973728000001,46.6270987,Trading Center,,,,,,,,,,,,,,,,RRMC4285,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.797336886927,46.6273203708668,Furnished Apartment,,,,,,,,,,,,,,,,RRMD4307,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.7979095197638,46.6274115835387,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMB4320,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.7974415832114,46.6274203082289,Furnished Apartment,,,,,,,,,,,,,,,,RRMA4329,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.7974986902753,46.6275107277472,Furnished Apartment,,,,,,,,,,,,,,,,RRMA4329,,,العمرة,Al Umrah,,
الرياض,13521.0,,24.792925000476,46.6275245646871,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMA4338,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.7932670479957,46.6281610705063,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMA4404,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.793305714237,46.6285031180258,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMA4430,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.7934336,46.6287402000001,Pharmacy,,,,,,,,,,,,,,,,RRMB4458,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.79352581438,46.6290771629937,ATM Machine,,,,,,,,,,,,,,,,RRMA4498,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.793826221332,46.6298385905154,Other,,,,,,,,,,,,,,,,RRMB4560,,,طريق الامام سعود بن فيصل الفرعي,Al Imam Saud Ibn Faisal Branch Rd,,
الرياض,13521.0,,24.7881528000002,46.6121566,Phamacy with Home Delevery,,,,,,,,,,,,,,,,RRMB6165,,,الامير محمد ابن سعد ابن عبدالعزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz,,
الرياض,13521.0,,24.7882798464433,46.6123994018296,Friday Mosque,,,,,,,,,,,,,,,,RRMB6165,,,الامير محمد ابن سعد ابن عبدالعزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz,,
الرياض,13521.0,,24.7926186448715,46.6249309521907,Mosque,,,,,,,,,,,,,,,,RRMC6720,,,الحلة,Al Hallah,,
الرياض,13521.0,,24.7929725896962,46.626183143545,Trading Center,,,,,,,,,,,,,,,,RRMB6753,,,عبدالله الخرجي,Abdullah Al Kharji,,
الرياض,13521.0,,24.7936834536717,46.6293954159031,Car Rental,,,,,,,,,,,,,,,,RRMA6848,,,السارة,Al Sarah,,
الرياض,13521.0,,24.7942009864405,46.629936743282,ATM Machine,,,,,,,,,,,,,,,,RRMB6890,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7951375825279,46.6174220906853,Trading Center,,,,,,,,,,,,,,,,RRMC6976,,,عبدالله بن شهيوين,Abdullah Ibn Shahiween,,
الرياض,13521.0,,24.7949419098522,46.6295938665427,Trading Center,,,,,,,,,,,,,,,,RRMB6978,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.795227445173,46.6294481245561,Auto Agency,,,,,,,,,,,,,,,,RRMC7010,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7953850464725,46.6171651088968,Mosque,,,,,,,,,,,,,,,,RRMC7016,,,عبدالله بن شهيوين,Abdullah Ibn Shahiween,,
الرياض,13521.0,,24.7955100061674,46.6292756136332,Fast Food,,,,,,,,,,,,,,,,RRMD7042,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7956676454591,46.629216127108,Fast Food,,,,,,,,,,,,,,,,RRMD7062,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7957994086687,46.6291449060254,Fast Food,,,,,,,,,,,,,,,,RRMD7062,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,nan,,24.795956155106,46.6290584878164,Fast Food,,,,,,,,,,,,,,,,nan,,,nan,nan,,
الرياض,13521.0,,24.7961316403553,46.628963309376,Fast Food,,,,,,,,,,,,,,,,RRMB7104,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7966046,46.628697,Phamacy with Home Delevery,,,,,,,,,,,,,,,,RRMB7144,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7963708257585,46.6288219297347,Fast Food,,,,,,,,,,,,,,,,RRMB7144,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7974237372538,46.6282972585829,Auto Agency,,,,,,,,,,,,,,,,RRMB7260,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7983355781202,46.6224306974722,Mosque,,,,,,,,,,,,,,,,RRMB7338,,,الحضرة,Al Khadrah,,
الرياض,13521.0,,24.7981296199069,46.6279529109174,Company & Institution,,,,,,,,,,,,,,,,RRMA7338,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7990933016145,46.6274829673687,Car Rental,,,,,,,,,,,,,,,,RRME7438,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7989921745216,46.6275365052413,Car Rental,,,,,,,,,,,,,,,,RRME7438,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.7991468394871,46.6264597991361,Mosque,,,,,,,,,,,,,,,,RRMB7449,,,الحلية,Al Hilah,,
الرياض,13521.0,,24.7996465262983,46.6270963049553,Other,,,,,,,,,,,,,,,,RRMB7484,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.799896369704,46.6270189724726,Cargo,,,,,,,,,,,,,,,,RRMG7524,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.8005262090664,46.6267779330725,Trading Center,,,,,,,,,,,,,,,,RRMA7610,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.8007203532559,46.6250729302888,Furnished Apartment,,,,,,,,,,,,,,,,RRMC7618,,,الحنفي,Al Hanafi,,
الرياض,13521.0,,24.8010240219271,46.6257475200468,Other,,,,,,,,,,,,,,,,RRMB7656,,,الحنواء,Al Hanwa,,
الرياض,13521.0,,24.8018408612723,46.6260938380332,Pharmacy,,,,,,,,,,,,,,,,RRMB7736,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,nan,,24.8028211992067,46.6255429928103,Other,,,,,,,,,,,,,,,,nan,,,nan,nan,,
الرياض,13521.0,,24.8036778051688,46.6251717968934,Car Rental,,,,,,,,,,,,,,,,RRMA7942,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.8041685881564,46.6162536514007,Friday Mosque,,,,,,,,,,,,,,,,RRMB7993,,,وادي وج,Wadi Waj,,
الرياض,13521.0,,24.8055433025976,46.6240962805187,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMD8148,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.8059335342026,46.6239630307024,Middle Eastern Restaurant,,,,,,,,,,,,,,,,RRMB8190,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13521.0,,24.8063903907158,46.6236203883174,Trading Center,,,,,,,,,,,,,,,,RRMB8234,,,طريق الملك فهد الفرعي,King Fahad Branch Rd,,
الرياض,13522.0,,24.7805196359064,46.59777945803,Other,,,,,,,,,,,,,,,,RRMB3230,,,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,,
الرياض,13522.0,,24.7853372586755,46.5983852061067,Mosque,,,,,,,,,,,,,,,,RRMF3280,,,رقم 184,No. 184,,
الرياض,13522.0,,24.7996900367254,46.5984078078715,Other,,,,,,,,,,,,,,,,RRMA3297,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.7858226687205,46.5987064333425,Garden,,,,,,,,,,,,,,,,RRME3323,,,رقم 190,No. 190,,
الرياض,13522.0,,24.8013011697724,46.6030791657181,Trading Center,,,,,,,,,,,,,,,,RRMA3687,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.8012299000002,46.6025766000002,Shops with Home Delevery,,,,,,,,,,,,,,,,RRMA3687,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.8016304871757,46.6037301862493,Trading Center,,,,,,,,,,,,,,,,RRMB3767,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.8019264203754,46.6040198126354,Trading Center,,,,,,,,,,,,,,,,RRMB3767,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.8013870700662,46.603304920138,ATM Machine,,,,,,,,,,,,,,,,RRMB3767,,,انس بن مالك,Anas Ibn Malik,,
الرياض,13522.0,,24.8015138935863,46.6035350704468,Pharmacy,,,,,,,,,,,,,,,,RRMB3767,,,انس بن مالك,Anas Ibn Malik,,
