name,lon_lat,coor_type,category,city
الحرجة,"[[43.369324, 17.919323]]",POINT,أسماء رئيسة,aseer
بلقرن,"[[41.902537, 19.607242]]",POINT,أسماء رئيسة,aseer
بارق,"[[41.94402, 18.932471]]",POINT,أسماء رئيسة,aseer
آل الغازي,"[[41.356101, 18.410833]]",POINT,أسماء رئيسة,aseer
آل ثوبان,"[[41.975284, 18.304725]]",POINT,أسماء رئيسة,aseer
آل حزمة,"[[41.680563, 19.184725]]",POINT,أسماء رئيسة,aseer
آل سلمان,"[[41.6764, 19.172215]]",POINT,أسماء رئيسة,aseer
آل سهيل,"[[42.941565, 18.14023]]",POINT,أسماء رئيسة,aseer
أثب,"[[42.879596, 18.907578]]",POINT,أسماء رئيسة,aseer
أحد المشايخ,"[[41.639428, 19.107778]]",POINT,أسماء رئيسة,aseer
أم جهيفة,"[[42.709351, 17.926061]]",POINT,أسماء رئيسة,aseer
أم حشافة,"[[41.065564, 18.216105]]",POINT,أسماء رئيسة,aseer
ابن راكان,"[[43.337932, 18.47188]]",POINT,أسماء رئيسة,aseer
ابن فايع,"[[42.11684, 18.655601]]",POINT,أسماء رئيسة,aseer
ابو نخلة,"[[42.714844, 18.268375]]",POINT,أسماء رئيسة,aseer
احد مرات,"[[42.561035, 18.184347]]",POINT,أسماء رئيسة,aseer
اذنين,"[[42.230523, 18.864942]]",POINT,أسماء رئيسة,aseer
اضعان,"[[42.266722, 19.54103]]",POINT,أسماء رئيسة,aseer
اكرم,"[[42.059419, 19.316282]]",POINT,أسماء رئيسة,aseer
ال الأشعث,"[[43.407841, 17.840424]]",POINT,أسماء رئيسة,aseer
ال التوم,"[[42.839813, 18.357811]]",POINT,أسماء رئيسة,aseer
ال الخلف,"[[43.128891, 17.953205]]",POINT,أسماء رئيسة,aseer
ال الداحس,"[[42.98418, 18.049679]]",POINT,أسماء رئيسة,aseer
ال الذيب,"[[42.861443, 18.29464]]",POINT,أسماء رئيسة,aseer
ال الذيبه,"[[43.254848, 18.027127]]",POINT,أسماء رئيسة,aseer
ال الزارية,"[[41.992836, 19.424686]]",POINT,أسماء رئيسة,aseer
ال الزين,"[[43.396854, 17.852075]]",POINT,أسماء رئيسة,aseer
ال الشريفي,"[[42.851658, 18.329659]]",POINT,أسماء رئيسة,aseer
ال الشيخ,"[[42.934055, 18.033028]]",POINT,أسماء رئيسة,aseer
ال الظهر,"[[43.150005, 17.99582]]",POINT,أسماء رئيسة,aseer
ال العرف,"[[43.10945, 18.163276]]",POINT,أسماء رئيسة,aseer
ال المحاضي,"[[43.489208, 17.673054]]",POINT,أسماء رئيسة,aseer
ال عارم,"[[42.635021, 18.274212]]",POINT,أسماء رئيسة,aseer
ال بحاث,"[[42.80503, 18.0762]]",POINT,أسماء رئيسة,aseer
ال بسام,"[[43.184166, 18.049679]]",POINT,أسماء رئيسة,aseer
ال بسام,"[[43.1826, 18.057919]]",POINT,أسماء رئيسة,aseer
ال بقعاء,"[[43.406789, 17.825532]]",POINT,أسماء رئيسة,aseer
ال بلحي,"[[43.071771, 18.060193]]",POINT,أسماء رئيسة,aseer
ال بن حي,"[[42.794173, 18.10446]]",POINT,أسماء رئيسة,aseer
ال بوخشيف,"[[42.377186, 18.67281]]",POINT,أسماء رئيسة,aseer
ال بوشثة,"[[42.267237, 18.837047]]",POINT,أسماء رئيسة,aseer
ال بي ثور,"[[42.690489, 18.600218]]",POINT,أسماء رئيسة,aseer
ال بيضاء,"[[43.552358, 17.824395]]",POINT,أسماء رئيسة,aseer
ال تمام,"[[42.439992, 18.661373]]",POINT,أسماء رئيسة,aseer
ال جحل,"[[42.722762, 18.136325]]",POINT,أسماء رئيسة,aseer
ال جدعه,"[[42.690833, 18.132076]]",POINT,أسماء رئيسة,aseer
ال جرجر,"[[42.558117, 18.261166]]",POINT,أسماء رئيسة,aseer
ال جرمان,"[[42.962422, 18.675256]]",POINT,أسماء رئيسة,aseer
ال جلال,"[[43.193028, 18.238935]]",POINT,أسماء رئيسة,aseer
ال جلدة,"[[43.213026, 18.515718]]",POINT,أسماء رئيسة,aseer
ال جليحة,"[[42.808206, 18.010519]]",POINT,أسماء رئيسة,aseer
ال جميرة,"[[42.049162, 19.210839]]",POINT,أسماء رئيسة,aseer
ال جوير,"[[43.29699, 17.939]]",POINT,أسماء رئيسة,aseer
ال حارث,"[[42.24138, 18.297794]]",POINT,أسماء رئيسة,aseer
ال حبشي,"[[42.059698, 19.210432]]",POINT,أسماء رئيسة,aseer
ال حديش,"[[42.307127, 18.198252]]",POINT,أسماء رئيسة,aseer
ال حديلة,"[[42.809215, 18.057618]]",POINT,أسماء رئيسة,aseer
ال حضينان,"[[42.71965, 18.695469]]",POINT,أسماء رئيسة,aseer
ال حطمان,"[[43.399794, 17.818151]]",POINT,أسماء رئيسة,aseer
ال حلامي,"[[42.814407, 18.027191]]",POINT,أسماء رئيسة,aseer
ال حمرير,"[[42.966671, 18.074441]]",POINT,أسماء رئيسة,aseer
ال خالد,"[[42.224407, 18.865821]]",POINT,أسماء رئيسة,aseer
ال خشمع,"[[43.229527, 18.107121]]",POINT,أسماء رئيسة,aseer
ال خضاري,"[[42.174282, 19.002399]]",POINT,أسماء رئيسة,aseer
ال خميسة,"[[43.524227, 19.611797]]",POINT,أسماء رئيسة,aseer
ال دشان,"[[43.385096, 17.857375]]",POINT,أسماء رئيسة,aseer
ال دكين,"[[43.224678, 18.02187]]",POINT,أسماء رئيسة,aseer
ال دلهم,"[[42.950535, 18.041954]]",POINT,أسماء رئيسة,aseer
ال دوشه,"[[43.238196, 18.105769]]",POINT,أسماء رئيسة,aseer
ال ردمه,"[[42.707849, 18.12757]]",POINT,أسماء رئيسة,aseer
ال ريمان,"[[42.296376, 18.778875]]",POINT,أسماء رئيسة,aseer
ال زليق,"[[43.087542, 18.088582]]",POINT,أسماء رئيسة,aseer
ال زهير,"[[42.978408, 18.020711]]",POINT,أسماء رئيسة,aseer
ال زيدي,"[[42.44791, 18.258419]]",POINT,أسماء رئيسة,aseer
ال ساري,"[[43.495088, 17.948205]]",POINT,أسماء رئيسة,aseer
ال سخيطة,"[[42.232132, 18.690877]]",POINT,أسماء رئيسة,aseer
ال سرحان,"[[42.695231, 18.121004]]",POINT,أسماء رئيسة,aseer
ال سريع,"[[42.626116, 18.173618]]",POINT,أسماء رئيسة,aseer
ال سعيد,"[[42.966864, 18.720918]]",POINT,أسماء رئيسة,aseer
ال سعيدة,"[[43.250599, 18.094311]]",POINT,أسماء رئيسة,aseer
ال سفران,"[[43.353231, 17.952991]]",POINT,أسماء رئيسة,aseer
ال سواد,"[[42.982721, 18.092101]]",POINT,أسماء رئيسة,aseer
ال سويد,"[[42.819214, 18.38253]]",POINT,أسماء رئيسة,aseer
ال سويدان,"[[43.506546, 19.570427]]",POINT,أسماء رئيسة,aseer
ال شاعر,"[[42.296462, 18.63307]]",POINT,أسماء رئيسة,aseer
ال شامر,"[[43.303642, 17.971873]]",POINT,أسماء رئيسة,aseer
ال شبوة,"[[43.515687, 19.621711]]",POINT,أسماء رئيسة,aseer
ال شتير,"[[43.239076, 18.079462]]",POINT,أسماء رئيسة,aseer
ال شرفاء,"[[42.066393, 19.204896]]",POINT,أسماء رئيسة,aseer
ال شطف,"[[43.242381, 18.104203]]",POINT,أسماء رئيسة,aseer
ال شعثاء,"[[42.031717, 19.143248]]",POINT,أسماء رئيسة,aseer
ال شفران,"[[43.08722, 18.029165]]",POINT,أسماء رئيسة,aseer
ال شويل,"[[42.955556, 18.625259]]",POINT,أسماء رئيسة,aseer
ال شيبان,"[[43.111553, 17.963097]]",POINT,أسماء رئيسة,aseer
ال صبيخي,"[[42.001591, 18.307815]]",POINT,أسماء رئيسة,aseer
ال صعدي,"[[42.199023, 18.938005]]",POINT,أسماء رئيسة,aseer
ال صقر,"[[42.685146, 18.744049]]",POINT,أسماء رئيسة,aseer
ال صقر,"[[42.687743, 18.124652]]",POINT,أسماء رئيسة,aseer
ال صنيج,"[[43.210516, 18.621118]]",POINT,أسماء رئيسة,aseer
ال صيوي,"[[41.964533, 19.217298]]",POINT,أسماء رئيسة,aseer
ال ضهره,"[[43.218885, 17.951381]]",POINT,أسماء رئيسة,aseer
ال طارق,"[[41.893122, 19.417412]]",POINT,أسماء رئيسة,aseer
ال عامر,"[[42.276614, 18.632555]]",POINT,أسماء رئيسة,aseer
ال عامر,"[[42.800846, 18.082981]]",POINT,أسماء رئيسة,aseer
ال عايض,"[[42.96798, 18.698602]]",POINT,أسماء رئيسة,aseer
ال عباس,"[[42.424135, 18.656673]]",POINT,أسماء رئيسة,aseer
ال عبد,"[[42.94193, 18.12639]]",POINT,أسماء رئيسة,aseer
ال عبيد,"[[41.995046, 19.267938]]",POINT,أسماء رئيسة,aseer
ال عبيد,"[[42.228055, 18.6865]]",POINT,أسماء رئيسة,aseer
ال عتمه,"[[43.087521, 18.091092]]",POINT,أسماء رئيسة,aseer
ال عروان,"[[43.625121, 19.771249]]",POINT,أسماء رئيسة,aseer
ال عزبه,"[[43.26195, 17.653055]]",POINT,أسماء رئيسة,aseer
ال عزة,"[[42.24844, 18.621397]]",POINT,أسماء رئيسة,aseer
ال عصعص,"[[43.186483, 18.229473]]",POINT,أسماء رئيسة,aseer
ال عضباء,"[[42.980082, 18.069227]]",POINT,أسماء رئيسة,aseer
ال عطيف,"[[43.156185, 17.956188]]",POINT,أسماء رئيسة,aseer
ال عظيه,"[[42.078881, 19.210839]]",POINT,أسماء رئيسة,aseer
ال عليا,"[[43.555856, 17.79444]]",POINT,أسماء رئيسة,aseer
ال عمران,"[[43.368702, 17.864971]]",POINT,أسماء رئيسة,aseer
ال عمره,"[[42.128642, 18.621097]]",POINT,أسماء رئيسة,aseer
ال عمره,"[[43.005574, 18.086629]]",POINT,أسماء رئيسة,aseer
ال عوير,"[[43.180926, 18.095748]]",POINT,أسماء رئيسة,aseer
ال عياش,"[[42.803421, 18.387873]]",POINT,أسماء رئيسة,aseer
ال عيفان,"[[43.515816, 19.599094]]",POINT,أسماء رئيسة,aseer
ال عيفة,"[[43.413055, 17.801714]]",POINT,أسماء رئيسة,aseer
ال عينين,"[[42.241852, 18.790698]]",POINT,أسماء رئيسة,aseer
ال غبران,"[[43.339176, 18.0179]]",POINT,أسماء رئيسة,aseer
ال غبيش,"[[42.015581, 19.262381]]",POINT,أسماء رئيسة,aseer
ال غراب,"[[43.178458, 18.228421]]",POINT,أسماء رئيسة,aseer
ال غرفان,"[[43.213692, 18.637941]]",POINT,أسماء رئيسة,aseer
ال غلفق,"[[42.437611, 18.531876]]",POINT,أسماء رئيسة,aseer
ال غيثان,"[[42.861614, 18.310604]]",POINT,أسماء رئيسة,aseer
ال فارس,"[[41.962109, 19.21217]]",POINT,أسماء رئيسة,aseer
ال فرحان,"[[43.194723, 18.245845]]",POINT,أسماء رئيسة,aseer
ال فرحان,"[[43.405244, 17.819481]]",POINT,أسماء رئيسة,aseer
ال فرسان,"[[43.125737, 18.008394]]",POINT,أسماء رئيسة,aseer
ال قحطان,"[[42.073152, 19.200926]]",POINT,أسماء رئيسة,aseer
ال قحم,"[[42.690768, 18.120081]]",POINT,أسماء رئيسة,aseer
ال قدان,"[[43.216867, 18.019617]]",POINT,أسماء رئيسة,aseer
ال قذله,"[[43.088808, 18.106885]]",POINT,أسماء رئيسة,aseer
ال قريش,"[[43.192041, 18.11903]]",POINT,أسماء رئيسة,aseer
ال قريش,"[[43.227682, 18.104396]]",POINT,أسماء رئيسة,aseer
ال قنبة,"[[43.094602, 18.150873]]",POINT,أسماء رئيسة,aseer
ال كشيم,"[[43.196075, 18.650343]]",POINT,أسماء رئيسة,aseer
ال كولت,"[[43.179531, 18.222713]]",POINT,أسماء رئيسة,aseer
ال لجم,"[[42.265649, 18.828335]]",POINT,أسماء رئيسة,aseer
ال لعمر,"[[42.280776, 18.775291]]",POINT,أسماء رئيسة,aseer
ال لغر,"[[42.960556, 18.139436]]",POINT,أسماء رئيسة,aseer
ال لوط,"[[42.839813, 18.092079]]",POINT,أسماء رئيسة,aseer
ال مانع,"[[43.2197, 17.952175]]",POINT,أسماء رئيسة,aseer
ال مبارك,"[[42.28127, 18.707721]]",POINT,أسماء رئيسة,aseer
ال مبروك,"[[43.200817, 18.066115]]",POINT,أسماء رئيسة,aseer
ال مجري,"[[43.224206, 18.26653]]",POINT,أسماء رئيسة,aseer
ال مجمل,"[[42.469368, 18.393345]]",POINT,أسماء رئيسة,aseer
ال محجان,"[[43.334649, 17.98655]]",POINT,أسماء رئيسة,aseer
ال محرز,"[[42.263439, 18.887451]]",POINT,أسماء رئيسة,aseer
ال محفوظ,"[[42.04088, 19.328835]]",POINT,أسماء رئيسة,aseer
ال محمد,"[[43.181827, 18.388774]]",POINT,أسماء رئيسة,aseer
ال محي,"[[43.202019, 18.250351]]",POINT,أسماء رئيسة,aseer
ال مخلد,"[[42.409673, 18.656502]]",POINT,أسماء رئيسة,aseer
ال مذعان,"[[43.188028, 18.048584]]",POINT,أسماء رئيسة,aseer
ال مرتفع,"[[43.483372, 17.987537]]",POINT,أسماء رئيسة,aseer
ال مريح,"[[42.778165, 18.413816]]",POINT,أسماء رئيسة,aseer
ال مريع,"[[43.170004, 18.39946]]",POINT,أسماء رئيسة,aseer
ال مسرع,"[[43.212941, 18.072231]]",POINT,أسماء رئيسة,aseer
ال مسلمه,"[[43.311861, 17.968848]]",POINT,أسماء رئيسة,aseer
ال مشبب,"[[43.178051, 18.379161]]",POINT,أسماء رئيسة,aseer
ال مشول,"[[42.126603, 18.602107]]",POINT,أسماء رئيسة,aseer
ال مصيبح,"[[41.913528, 18.916054]]",POINT,أسماء رئيسة,aseer
ال مضرة,"[[42.428083, 18.645837]]",POINT,أسماء رئيسة,aseer
ال معامل,"[[42.85183, 18.324401]]",POINT,أسماء رئيسة,aseer
ال معلم,"[[42.235265, 18.82194]]",POINT,أسماء رئيسة,aseer
ال معمر,"[[43.565104, 17.836111]]",POINT,أسماء رئيسة,aseer
ال مفتاح,"[[43.327782, 17.663054]]",POINT,أسماء رئيسة,aseer
ال مكر,"[[42.975554, 18.123751]]",POINT,أسماء رئيسة,aseer
ال ملحان,"[[41.957324, 19.285362]]",POINT,أسماء رئيسة,aseer
ال منامس,"[[42.094159, 18.681736]]",POINT,أسماء رئيسة,aseer
ال مهدي,"[[43.156013, 18.06942]]",POINT,أسماء رئيسة,aseer
ال موصمه,"[[43.321817, 17.969792]]",POINT,أسماء رئيسة,aseer
ال مونس,"[[43.532381, 17.652669]]",POINT,أسماء رئيسة,aseer
ال نابط,"[[42.081392, 19.378166]]",POINT,أسماء رئيسة,aseer
ال نادر,"[[42.949398, 18.150508]]",POINT,أسماء رئيسة,aseer
ال ناهية,"[[42.33942, 18.498573]]",POINT,أسماء رئيسة,aseer
ال هايلة,"[[42.956221, 18.686628]]",POINT,أسماء رئيسة,aseer
ال هيضة,"[[43.241801, 18.024895]]",POINT,أسماء رئيسة,aseer
ال واقدي,"[[43.309779, 17.940309]]",POINT,أسماء رئيسة,aseer
ال وقيد,"[[43.09443, 18.112249]]",POINT,أسماء رئيسة,aseer
ال يزيد,"[[42.680426, 18.098216]]",POINT,أسماء رئيسة,aseer
ال يعلي,"[[43.475647, 18.027706]]",POINT,أسماء رئيسة,aseer
الأثنين,"[[42.267494, 18.866444]]",POINT,أسماء رئيسة,aseer
الأحسر,"[[41.705282, 19.03229]]",POINT,أسماء رئيسة,aseer
الأزاهرة,"[[41.73646, 19.823241]]",POINT,أسماء رئيسة,aseer
الأمواه,"[[43.656063, 18.714695]]",POINT,أسماء رئيسة,aseer
الاثنين,"[[42.750828, 18.029981]]",POINT,أسماء رئيسة,aseer
الاحمديه,"[[43.359797, 18.518465]]",POINT,أسماء رئيسة,aseer
الاسن,"[[42.583415, 18.249965]]",POINT,أسماء رئيسة,aseer
الامواه,"[[43.745842, 18.819516]]",POINT,أسماء رئيسة,aseer
الباخه,"[[42.161386, 18.216426]]",POINT,أسماء رئيسة,aseer
الباعق,"[[41.937389, 18.261166]]",POINT,أسماء رئيسة,aseer
الباقرة,"[[42.541766, 19.932911]]",POINT,أسماء رئيسة,aseer
البتيرا,"[[42.530437, 19.827683]]",POINT,أسماء رئيسة,aseer
البتيلة,"[[42.268503, 18.192823]]",POINT,أسماء رئيسة,aseer
البجيلي,"[[42.003994, 18.203659]]",POINT,أسماء رئيسة,aseer
البرقاء,"[[43.191311, 18.777587]]",POINT,أسماء رئيسة,aseer
البشائر,"[[41.918914, 19.75065]]",POINT,أسماء رئيسة,aseer
البطحاء,"[[42.799795, 18.069935]]",POINT,أسماء رئيسة,aseer
البطنة,"[[42.636888, 18.864319]]",POINT,أسماء رئيسة,aseer
البظاظة,"[[41.964791, 19.622698]]",POINT,أسماء رئيسة,aseer
البغث,"[[42.901783, 19.059348]]",POINT,أسماء رئيسة,aseer
البلس,"[[41.861343, 19.814186]]",POINT,أسماء رئيسة,aseer
البهيم,"[[42.363152, 19.701662]]",POINT,أسماء رئيسة,aseer
البهيمة,"[[42.747459, 18.074398]]",POINT,أسماء رئيسة,aseer
البيثاة,"[[42.678795, 18.125167]]",POINT,أسماء رئيسة,aseer
البيضاء,"[[43.891668, 19.846373]]",POINT,أسماء رئيسة,aseer
الثعيلبة,"[[42.903671, 18.950214]]",POINT,أسماء رئيسة,aseer
الثنية,"[[42.311161, 20.024664]]",POINT,أسماء رئيسة,aseer
الثودة,"[[41.985154, 20.449097]]",POINT,أسماء رئيسة,aseer
الجازع,"[[43.328555, 19.095097]]",POINT,أسماء رئيسة,aseer
ال عزبة,"[[43.185239, 18.235009]]",POINT,أسماء رئيسة,aseer
الجحالي,"[[43.521824, 17.954922]]",POINT,أسماء رئيسة,aseer
الجر,"[[42.720487, 18.078754]]",POINT,أسماء رئيسة,aseer
الجربة,"[[43.427625, 17.66608]]",POINT,أسماء رئيسة,aseer
الجرف,"[[42.251122, 18.264556]]",POINT,أسماء رئيسة,aseer
الجزعة,"[[43.124321, 18.057704]]",POINT,أسماء رئيسة,aseer
الجزيرة,"[[42.989523, 19.064155]]",POINT,أسماء رئيسة,aseer
الجعجاع,"[[42.540951, 18.343391]]",POINT,أسماء رئيسة,aseer
الجفر,"[[42.538204, 18.635731]]",POINT,أسماء رئيسة,aseer
الجفرة,"[[42.420681, 19.852316]]",POINT,أسماء رئيسة,aseer
الجنفور,"[[42.668495, 18.466816]]",POINT,أسماء رئيسة,aseer
الجنينة,"[[42.808056, 20.2878]]",POINT,أسماء رئيسة,aseer
الجهمة,"[[43.11739, 18.016377]]",POINT,أسماء رئيسة,aseer
الجوة,"[[43.237596, 17.907371]]",POINT,أسماء رئيسة,aseer
الجوز,"[[42.249556, 18.281679]]",POINT,أسماء رئيسة,aseer
الجوف,"[[43.180003, 18.219988]]",POINT,أسماء رئيسة,aseer
الحاجب,"[[42.117119, 18.607235]]",POINT,أسماء رئيسة,aseer
الحاجر,"[[43.621817, 17.501693]]",POINT,أسماء رئيسة,aseer
الحاجون,"[[42.800546, 19.360807]]",POINT,أسماء رئيسة,aseer
الحازمي,"[[42.492328, 19.86371]]",POINT,أسماء رئيسة,aseer
الحامض,"[[42.894573, 18.873138]]",POINT,أسماء رئيسة,aseer
الحبانية,"[[42.908092, 18.542626]]",POINT,أسماء رئيسة,aseer
