name,lon_lat,coor_type
برج الشنانة,"[[43.439791, 25.834007]]",POINT
قصر مارد,"[[44.235785, 26.775677]]",POINT
نقوش ضرية,"[[42.960581, 24.804814]]",POINT
عين زبيدة,"[[43.414836, 25.70451]]",POINT
اثار درب زبيدة,"[[41.710001, 25.799141]]",POINT
حصاة النصلة,"[[43.595169, 26.550852]]",POINT
قصر رامة,"[[43.452311, 25.44972]]",POINT
