city,neighborhood_aname,neighborhood_ename,type,subtype_name,point_aname,point_ename,postal_code,building_no,additional_no,short_address,street_aname,street_ename,CentroidX,CentroidY
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,دومينوز بيتزا,domino s pizza,13521,7144,4445,RRMB7144,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6288219297347,24.7963708257585
الرياض,الملقا,AL-MALQA,Auto-Service,Auto Agency,اوتوستار,autostar,13521,7260,4404,RRMB7260,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6282972585829,24.7974237372538
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد بن جدعان,mosque ben jad aan,13521,7338,3808,RRMB7338,الحضرة,Al Khadrah,46.6224306974722,24.7983355781202
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة سدر البيئة,seder environment company,13521,7338,4358,RRMA7338,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6279529109174,24.7981296199069
الرياض,الملقا,AL-MALQA,Auto-Service,Car Rental,شركة العاذرية لتاجير السيارات,adhirah rent a car,13521,7438,4319,RRME7438,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6274829673687,24.7990933016145
الرياض,الملقا,AL-MALQA,Auto-Service,Car Rental,الدمعان لتاجير السيارات,aldamaan rent a car,13521,7438,4319,RRME7438,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6275365052413,24.7989921745216
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الوالدين,parents mosque,13521,7449,4219,RRMB7449,الحلية,Al Hilah,46.6264597991361,24.7991468394871
الرياض,الملقا,AL-MALQA,Restaurant,Other,دانكن دونتس,dunkin donuts,13521,7484,4277,RRMB7484,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6270963049553,24.7996465262983
الرياض,الملقا,AL-MALQA,Travel,Cargo,شركة سمسا للنقل السريع المحدودة,smsa express,13521,7524,4273,RRMG7524,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6270189724726,24.799896369704
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,رطاب للتمور,ritab lilttamuwwur,13521,7610,4235,RRMA7610,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6267779330725,24.8005262090664
الرياض,الملقا,AL-MALQA,Hotel,Furnished Apartment,اسفار بلازا,asfar plaza,13521,7618,4076,RRMC7618,الحنفي,Al Hanafi,46.6250729302888,24.8007203532559
الرياض,الملقا,AL-MALQA,Restaurant,Other,وجهة الشاي والقهوة,a tea and coffee,13521,7656,4135,RRMB7656,الحنواء,Al Hanwa,46.6257475200468,24.8010240219271
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية النهدي,al nahdi pharmacy,13521,7736,4174,RRMB7736,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6260938380332,24.8018408612723
الرياض,الملقا,AL-MALQA,Restaurant,Other,د.كيف,dr. cafe,,,,,,,46.6255429928103,24.8028211992067
الرياض,الملقا,AL-MALQA,Auto-Service,Car Rental,راجحة لتاجير السيارات,rajihatan rent a car,13521,7942,4078,RRMA7942,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6251717968934,24.8036778051688
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع المهندس عبدالرحمن السحلي الخناني,abdul rahman al sahli khanany friday mosque,13521,7993,3178,RRMB7993,وادي وج,Wadi Waj,46.6162536514007,24.8041685881564
الرياض,الملقا,AL-MALQA,Restaurant,Middle Eastern Restaurant,بروكلي,brwkly,13521,8148,3976,RRMD8148,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6240962805187,24.8055433025976
الرياض,الملقا,AL-MALQA,Restaurant,Middle Eastern Restaurant,نقرش,naqrish,13521,8190,3963,RRMB8190,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6239630307024,24.8059335342026
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مصدر لمواد البناء,masdar,13521,8234,3921,RRMB8234,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6236203883174,24.8063903907158
الرياض,الملقا,AL-MALQA,Restaurant,Other,مقهى بلاك دايموند,caffee blak daymund,13522,3230,6288,RRMB3230,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.59777945803,24.7805196359064
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الشيخ عبدالله المنصور الزامل,mosque alshshaykh eabdalllah almnswr alzzamil,13522,3280,6834,RRMF3280,رقم 184,No. 184,46.5983852061067,24.7853372586755
الرياض,الملقا,AL-MALQA,Media Press,Other,مؤسسة ابتكار الإنتاج للإنتاج الإعلامي,production production corporation,13522,3297,8402,RRMA3297,انس بن مالك,Anas Ibn Malik,46.5984078078715,24.7996900367254
الرياض,الملقا,AL-MALQA,Park Green Area,Garden,حديقة الملقا,hadiqat almilqa,13522,3323,6863,RRME3323,رقم 190,No. 190,46.5987064333425,24.7858226687205
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,دخون الاماراتية,,13522,3687,8590,RRMA3687,انس بن مالك,Anas Ibn Malik,46.6030791657181,24.8013011697724
الرياض,الملقا,AL-MALQA,Commercial,Shops with Home Delevery,اسواق التميمي(توصيل),Al Tamimi Markets(Delivery),13522,3687,8590,RRMA3687,انس بن مالك,Anas Ibn Malik,46.6025766000002,24.8012299000002
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,باجة,baja,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6037301862493,24.8016304871757
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الملقا بلازا,,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6040198126354,24.8019264203754
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف البنك الاول,al awwal atm,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.603304920138,24.8013870700662
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية ادمة,adama pharmacy,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6035350704468,24.8015138935863
الرياض,الملقا,AL-MALQA,Restaurant,Asian Restaurant,ووك تو والك,wok to walk,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6036706997243,24.8015995541826
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,ذا ساندويتش كومبني,the sandwich co,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6038467798386,24.8016852147787
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,مكدونالدز,mcdonald's,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6042239264298,24.8018285708242
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,ماكدونالدز,mcdonald s,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.604358885829,24.8018907284603
الرياض,الملقا,AL-MALQA,Restaurant,Middle Eastern Restaurant,لندن فيش اند شيبس ملقة,london fish & chips malga,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.604001966678,24.8020929826459
الرياض,الملقا,AL-MALQA,Restaurant,Other,ديري كوين,dairy queen,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6034470303896,24.8014425097563
الرياض,الملقا,AL-MALQA,Restaurant,Other,لومولن بيكري,lemoulin bakery,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6034851017657,24.8014853400543
الرياض,الملقا,AL-MALQA,Restaurant,Other,هيلين,helen,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6035969364329,24.8015852774165
الرياض,الملقا,AL-MALQA,Restaurant,Other,كلمات,kalimat,13522,3767,8628,RRMB3767,انس بن مالك,Anas Ibn Malik,46.6041566316435,24.8018074473251
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع غادة البراهيم,ghada al ibrahim grand mosque,13522,6958,4640,RRMA6958,الامير محمد ابن سعد ابن عبدالعزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz,46.6118140544222,24.7864595587738
الرياض,الملقا,AL-MALQA,Health,Medical Clinic,مركز صحي الملقا,,13522,7398,3389,RRMB7398,,,46.5994589378855,24.7904590484906
الرياض,الملقا,AL-MALQA,Hotel,Other,نزل الملقا,nuzul malqa,13522,7524,3895,RRMC7524,الأطراف,Al Atraf,46.6046556807224,24.7916939887525
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد,mosque,13522,7877,3449,RRMB7877,رقم 179,No. 179,46.6001652808851,24.7948320417559
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع الملك عبدالله,mosque almulk ebdalllah,13522,8113,3243,RRMA8113,العوينات,Al Oweinat,46.5981474979522,24.7970211458813
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد محمد بن عبدالله العوهلي,mosque muhammad bin ebdallh aleawhali,13523,2672,6745,RRMB2672,الأصفاء,Al Isfa,46.5738196209389,24.7814098888841
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات امواج الحرير,grocery waves silk,13523,3448,6778,RRMA3448,الأمير يزيد بن عبدالله بن عبدالرحمن,Prince Yazeed Ibn Abdullah Ibn Abdulrahman,46.5817056504334,24.7816877901008
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع نورة بنت عبد العزيز الحقباني,mosque nwrat bnt eabd aleaziz alhuqbani,13523,3658,6855,RRMC3658,الأمير يزيد بن عبدالله بن عبدالرحمن,Prince Yazeed Ibn Abdullah Ibn Abdulrahman,46.5837857355871,24.7823405555701
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطعم بخاري,bokhari food,13523,3930,7105,RRMB3930,الأمير يزيد بن عبدالله بن عبدالرحمن,Prince Yazeed Ibn Abdullah Ibn Abdulrahman,46.5864554908358,24.7845962846037
الرياض,الملقا,AL-MALQA,Auto-Service,Auto Service Station,مغسلة سيارات,car wash,13523,4322,6409,RRMC4322,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.5903387711974,24.7783858913781
الرياض,الملقا,AL-MALQA,Auto-Service,Gas Station,محطة حلواني,hulwani gas station,13523,4322,6409,RRMC4322,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.5903673247294,24.7781431863557
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف البنك الاول,al awwal atm,13523,4546,6422,RRMA4546,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.5925700801098,24.7781433542386
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,ماز,maz,13523,4644,6458,RRMA4644,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.5935966035277,24.7786686928475
الرياض,الملقا,AL-MALQA,Restaurant,Other,يوم القهوة,coffee day,13523,4644,6458,RRMA4644,الإمام سعود بن فيصل,Al Imam Saud Ibn Faisal,46.5935083255243,24.778728893211
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع حطين النموذجي,hattin grand mosque,13523,6165,2604,RRMA6165,طريق الملك خالد الفرعي,King Khaled Branch road,46.5732921323414,24.7762389191305
الرياض,الملقا,AL-MALQA,School,Other,مجمع تعليمي بحي حطين للبنين,,13523,6487,3148,RRMC6487,الحكيم القاضي,Al Hakeem Al Qadi,46.5786182962813,24.7790826439001
الرياض,الملقا,AL-MALQA,Auto-Service,Gas Station,محطة زيتي,zaiti gas station,13523,6679,2356,RRMC6679,طريق الملك خالد الفرعي,King Khaled Branch road,46.5708752033742,24.7808431886523
الرياض,الملقا,AL-MALQA,Restaurant,Other,يوم القهوة,coffee day,13523,6679,2356,RRMC6679,طريق الملك خالد الفرعي,King Khaled Branch road,46.5709227925944,24.7805695506366
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد نورة المخضوب,mosque nurat almakhdub,13523,6733,3033,RRMB6733,الحكيم القاضي,Al Hakeem Al Qadi,46.5775749061271,24.7813641834039
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الفاروق,farouk mosque,13523,6848,4117,RRMB6848,رقم 59,No. 59,46.5883257471862,24.7822548949739
الرياض,الملقا,AL-MALQA,School,Literacy School,متوسطة فاطمة بنت اسد,fatimat bnt asd school intermediate,13523,7028,3439,RRMB7028,الأمير فهد بن محمد بن عبدالعزيز,Prince Fahad Ibn Muhammad Ibn Abdulaziz,46.5811638273336,24.7838095753086
الرياض,الملقا,AL-MALQA,School,Primary school,إبتدائية نورة بنت فيصل بن تركي,nwrt bnt faysal bin trky school primary,13523,7028,3439,RRMB7028,الأمير فهد بن محمد بن عبدالعزيز,Prince Fahad Ibn Muhammad Ibn Abdulaziz,46.5819918797635,24.7842521550556
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد,mosque,13523,7323,3718,RRMA7323,رقم 89,No. 89,46.5842996991643,24.7865664783165
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,ألمنيوم غرناطة,aluminum granada,13524,2145,7822,RRMA2145,الملك سلمان ابن عبدالعزيز سعود,King Salman Ibn Abdulaziz Saud,46.5976082037656,24.819094149394
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل رخامية,marble washbasins,13524,2145,7822,RRMA2145,الملك سلمان ابن عبدالعزيز سعود,King Salman Ibn Abdulaziz Saud,46.5975673365945,24.819208325339
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع ناصر الوهيبي,nasser al wahaibi mosque,13524,2293,7638,RRMA2293,رقم 516,No. 516,46.5989644417296,24.8173895459533
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,محل مفاتيح,keys,13524,2483,7001,RRMC2483,الدهناء,Al Dahnaa,46.6007461552723,24.811585950846
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الكترونيات,electronics,13524,2483,7001,RRMC2483,الدهناء,Al Dahnaa,46.6007711531739,24.8117147503429
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,السليم للعقارات,al salim real estate,13524,2566,7104,RRMC2566,الدهناء,Al Dahnaa,46.6016878246777,24.8124856289997
الرياض,الملقا,AL-MALQA,Commercial,Other,حلاق,barber,13524,2566,7104,RRMC2566,الدهناء,Al Dahnaa,46.601545608113,24.8124912682892
الرياض,الملقا,AL-MALQA,Commercial,Other,ليالي المغرب لحلاقة,nights morocco to shave,13524,2566,7104,RRMC2566,الدهناء,Al Dahnaa,46.6015927079985,24.812599983606
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع النافع,al nafah mosque,13524,2649,8055,RRMB2649,الملك سلمان ابن عبدالعزيز سعود,King Salman Ibn Abdulaziz Saud,46.6024983819461,24.8211371521908
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,متجر التوت,berry store,13524,2663,6882,RRMC2663,وادي هجر,Wadi Hajer,46.6024749313166,24.8104354667188
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,للتبريد والتكييف,refrigeration and air conditioning,13524,2663,6882,RRMC2663,وادي هجر,Wadi Hajer,46.6026368514594,24.810487816727
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات نوف بن عطاالله,nouf bin attallah grocery,13524,2663,6882,RRMC2663,وادي هجر,Wadi Hajer,46.6023646351712,24.8105698163434
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,لي جوس,lee juice,13524,2663,6882,RRMC2663,وادي هجر,Wadi Hajer,46.6025616705455,24.810595629228
الرياض,الملقا,AL-MALQA,Commercial,Other,حلاق وحيمر خصيوي,barber wahymar khasiwie,13524,2663,6882,RRMC2663,وادي هجر,Wadi Hajer,46.6024055578299,24.8105176837861
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات,grocery,13524,2666,7719,RRMB2666,أبحر,Ubhur,46.6027042183862,24.817988770073
الرياض,الملقا,AL-MALQA,Commercial,Other,مغسلة,laundary,13524,2666,7719,RRMB2666,أبحر,Ubhur,46.6027746504321,24.8180201789583
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطعم البخاري,al bukhari restaurant,13524,2666,7719,RRMB2666,أبحر,Ubhur,46.6026102634138,24.8179487130145
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,اكتن للعقارات,acton real estate,13524,2687,6895,RRMB2687,وادي هجر,Wadi Hajer,46.6028287083915,24.8107473875868
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,رياض الملقا للعقارات,riyadh al malqa real estate,13524,2687,6895,RRMB2687,وادي هجر,Wadi Hajer,46.602883721163,24.8107018351173
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,ادوات الفنان المميزة,distinctive artist tools,13524,2733,6913,RRMB2733,وادي هجر,Wadi Hajer,46.6030252122126,24.8108393934123
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,التاج الفضي,silver crown,13524,2733,6913,RRMB2733,وادي هجر,Wadi Hajer,46.6033243943544,24.8108332808544
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مكتبة ملقا الخير,almalqa alkhair stationery,13524,2733,6913,RRMB2733,وادي هجر,Wadi Hajer,46.603263674482,24.810936921992
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات جوهرة الملقى للمواد للغذائية,Gawhrat Al - Malqa Foodstuff Supplies,13524,2754,7199,RRMB2754,الدهناء,Al Dahnaa,46.6034390000001,24.8132105
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,خضار,vegetables,13524,2754,7199,RRMB2754,الدهناء,Al Dahnaa,46.6033913211963,24.8133616798504
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل,washbasins,13524,2754,7199,RRMB2754,الدهناء,Al Dahnaa,46.6036358894031,24.8133224378462
الرياض,الملقا,AL-MALQA,Commercial,Other,خياط عسكرية,military tailor,13524,2754,7199,RRMB2754,الدهناء,Al Dahnaa,46.6035840741983,24.8134525862574
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب عبدالرحمن بن محمد ال حنين العقاريه,abdulrahman bin mohammed al - haneen real estate office,13524,2776,8103,RRMB2776,رقم 532,No. 532,46.6034867386641,24.8217086273407
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات للمواد الغذائيه,foodstuff supplies grocery,13524,2776,8103,RRMB2776,رقم 532,No. 532,46.6037263568403,24.8215449289018
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,مطاعم شوايه على كيفك,shawayih ealaa kayfik restaurant,13524,2776,8103,RRMB2776,رقم 532,No. 532,46.6037151107896,24.8217496051711
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل الملبس القطني,mughasil almalabis alqutani,13524,2808,8103,RRMB2808,رقم 532,No. 532,46.6042027830839,24.8215422522524
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات,grocery,13524,2828,7238,RRMB2828,الدهناء,Al Dahnaa,46.6041627020698,24.8135722812519
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف البنك الاول,al awwal atm,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.6048960363788,24.8031847473308
الرياض,الملقا,AL-MALQA,Restaurant,American Restaurant,البروكلي بيتزا ومكرونة,broccoli pizza & pasta,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.6048959414869,24.8035300289808
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,هرفي,herfy,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.6046982815526,24.8031766645933
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,برجر 12,burger 12,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.6049255680306,24.8034736341036
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,شاورمر,shawarmania,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.604970491888,24.8033852393919
الرياض,الملقا,AL-MALQA,Restaurant,Other,كارفل,carvel,13524,2902,6093,RRMB2902,انس بن مالك,Anas Ibn Malik,46.6047876470294,24.8035024837694
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع الشيخ سليمان بن ابراهيم الحماد,sheikh suleiman bin ibrahim al hamad mosque,13524,2913,7993,RRMB2913,ممر141,141 Ln,46.6051406302028,24.820519032897
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة الممتلكات الأفضل,al mumtalakat al'afdal company,13524,2917,8170,RRMB2917,الملك سلمان ابن عبدالعزيز سعود,King Salman Ibn Abdulaziz Saud,46.6051131449122,24.8221802292943
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,مطعم بيروفي,peruvi restaurant,13524,2917,8170,RRMB2917,الملك سلمان ابن عبدالعزيز سعود,King Salman Ibn Abdulaziz Saud,46.6052344527731,24.8223540561386
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل,washbasins,13524,2920,7279,RRMA2920,الدهناء,Al Dahnaa,46.6051249990605,24.8139558914578
الرياض,الملقا,AL-MALQA,Commercial,Other,تزيين النسائي,decorating women,13524,2920,7279,RRMA2920,الدهناء,Al Dahnaa,46.6050439378235,24.8140898684286
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب اراضي وجد للعقارات,wajd real estate office,13524,2949,7012,RRMB2949,وادي هجر,Wadi Hajer,46.6051841150957,24.8117368392639
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,كريم للخدمات الإلكترونية,karim electronic services,13524,2949,7012,RRMB2949,وادي هجر,Wadi Hajer,46.6052512491164,24.8115982104409
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات فهد سليمان,fahad suleiman grocery,13524,2949,7012,RRMB2949,وادي هجر,Wadi Hajer,46.6053944822821,24.8118115323584
الرياض,الملقا,AL-MALQA,Commercial,Other,خياط رجاليه,men's tailor,13524,2949,7012,RRMB2949,وادي هجر,Wadi Hajer,46.6052860727886,24.8115463756899
الرياض,الملقا,AL-MALQA,Commercial,Other,جهان عبدالله للحلاقه,jahan abdullah barber,13524,2949,7012,RRMB2949,وادي هجر,Wadi Hajer,46.6054885408614,24.8116252855682
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,إطلالة النرجس للعقارات,aldalal al narjus real estate,13524,2975,7025,RRMB2975,وادي هجر,Wadi Hajer,46.6057651656174,24.8117425231569
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,سلطان مسفر سفر للإلكترونيات,sultan musafir travel electronics,13524,2975,7025,RRMB2975,وادي هجر,Wadi Hajer,46.6056514402949,24.811913766768
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل عزيز سعيد,aziz saeed laundry,13524,2975,7025,RRMB2975,وادي هجر,Wadi Hajer,46.6056919301227,24.8118491813366
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,الحدائق المكتبية,office gardens,13524,2992,6141,RRMB2992,انس بن مالك,Anas Ibn Malik,46.6056812451056,24.8036567248884
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة محمد بن سعد بن ماجد المهنا,mohammed bin saad bin majed al-muhanna company,13524,3026,6159,RRMA3026,انس بن مالك,Anas Ibn Malik,46.6059731967118,24.8037375205792
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,المنيع للإستثمارات,al mania investments,13524,3026,6159,RRMA3026,انس بن مالك,Anas Ibn Malik,46.6062000060518,24.8039864596117
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,سنشري السعوديه,century saudi,13524,3026,6159,RRMA3026,انس بن مالك,Anas Ibn Malik,46.606232374923,24.8039209395649
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد نورة عثمان الغرشي,nora othman al gharshi mosque,13524,3031,7827,RRMC3031,أبحر,Ubhur,46.6062600406929,24.819033588929
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب ميثاق العقاري,mithaq real estate office,13524,3213,7141,RRMB3213,وادي هجر,Wadi Hajer,46.6080123498187,24.8127147254443
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مفلح بن رباح للإلكترونيات,mufleh bin rabah electronics,13524,3213,7141,RRMB3213,وادي هجر,Wadi Hajer,46.6078500439539,24.8127291503009
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات عبدالخالق احمد,abdul khaliq ahmad grocery,13524,3213,7141,RRMB3213,وادي هجر,Wadi Hajer,46.6081093950149,24.8128362082174
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل عزيز سعيد,aziz saeed laundry,13524,3213,7141,RRMB3213,وادي هجر,Wadi Hajer,46.607794660451,24.8128295427151
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تروتوار كافية,le trottoir cafe,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6082707741399,24.8046950100074
الرياض,الملقا,AL-MALQA,Health,Medical Clinic,مجمع شاهه الحور الطبي,shaha medical complex,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6080334494944,24.8044907218691
الرياض,الملقا,AL-MALQA,Restaurant,Asian Restaurant,ماك دونر,mac doner,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6084401161752,24.8046395671305
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,مويا برجر,mooyah burger,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6080802437347,24.8046992791694
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,قيك برجر,geek burger,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6082608287179,24.8045637292664
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,فينزوني دا بيتزا,finzione da pizza,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6086682422528,24.8047398912285
الرياض,الملقا,AL-MALQA,Restaurant,Other,تروتوار كافية,trutwar,13524,3230,6246,RRMG3230,انس بن مالك,Anas Ibn Malik,46.6084626430824,24.8047698762779
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الشيخ محمد بن جاسر المهيدب,sheikh mohammed bin jasser al muhaidib mosque,13524,3254,7046,RRMC3254,رقم 440,No. 440,46.6082760033383,24.811922756104
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,هاي تشكن,hi chicken,,,,,,,46.6086801569204,24.8048607457605
الرياض,الملقا,AL-MALQA,Pharmacy,Phamacy with Home Delevery,صيدلية النهدي(توصيل),Nahdi Pharmacy(Delivery),13524,3310,6285,RRMF3310,انس بن مالك,Anas Ibn Malik,46.6090726000002,24.8050251000002
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد المهيدب,al muhaydib mosque,13524,3325,6538,RRMC3325,رقم 424,No. 424,46.6090847424763,24.8073743291445
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الركن الرياضي,sports corner,13524,3352,6304,RRMC3352,انس بن مالك,Anas Ibn Malik,46.6094835115187,24.8051118604389
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,افنيوز,faniuz,13524,3369,8384,RRMB3369,الملك سلمان ابن عبدالعزيز سعود الفرعى,King Salman Ibn Abdulaziz Saud Branch,46.6096247407277,24.8241161649791
الرياض,الملقا,AL-MALQA,Auto-Service,Gas Station,محطة بترو الجمعان,jamaan gas station,13524,3398,6334,RRMA3398,انس بن مالك,Anas Ibn Malik,46.6099093553741,24.8055122681118
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات زاد الخيرات,tamwinat zad alkhayrat,13524,3398,6334,RRMA3398,انس بن مالك,Anas Ibn Malik,46.6096618914295,24.8054456432037
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف الأهلي,al ahli atm,13524,3398,6334,RRMA3398,انس بن مالك,Anas Ibn Malik,46.6096809271175,24.8053599826075
الرياض,الملقا,AL-MALQA,Restaurant,Other,ارابيكا,arabica,13524,3398,6334,RRMA3398,انس بن مالك,Anas Ibn Malik,46.6099141142962,24.8054075718274
