city,neighborhood_aname,neighborhood_ename,type,subtype_name,point_aname,point_ename,postal_code,building_no,additional_no,short_address,street_aname,street_ename,CentroidX,CentroidY
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مقطع,chopped,13524,3482,6373,RRMC3482,انس بن مالك,Anas Ibn Malik,46.6106324339164,24.8057450983712
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق شوبد,chopped markets,13524,3482,6373,RRMC3482,انس بن مالك,Anas Ibn Malik,46.6108326786384,24.8057525175742
الرياض,الملقا,AL-MALQA,Commercial,Other,ريفون للخياطة الرجالية,rayfoun gents tailoring,13524,3482,6373,RRMC3482,انس بن مالك,Anas Ibn Malik,46.6108440749846,24.805864546721
الرياض,الملقا,AL-MALQA,Entertainment,Gymnasium,رواند لياقة جسم,round fitness body,13524,3482,6373,RRMC3482,انس بن مالك,Anas Ibn Malik,46.6108118771126,24.8059387638558
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع عبدالعزيز بن محمد النصار,abdulaziz bin mohammed al nassar mosque,13524,3488,6855,RRMB3488,رقم 408,No. 408,46.6107154545217,24.8101860608826
الرياض,الملقا,AL-MALQA,School,Primary school,مدرسة حي الملقا الابتدائية,al malqa primary school,13524,3491,7852,RRMB3491,رقم 556,No. 556,46.6109105322662,24.8191650607433
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد نورة زامل الزامل,nora zamil al-zamil mosque,13524,3559,7620,RRMB3559,ممر47,47 Ln,46.6114070993923,24.8171890723976
الرياض,الملقا,AL-MALQA,Entertainment,Gymnasium,وقت اللياقه,fitness time,13524,3576,6411,RRMA3576,انس بن مالك,Anas Ibn Malik,46.6117276233065,24.8060563324254
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد الشيخ عبدالعزيز محمد العبيد,sheikh abdul aziz mohammed al obeid mosque,13524,3721,7960,RRMC3721,رقم 556,No. 556,46.6131923693272,24.8202009148233
الرياض,الملقا,AL-MALQA,School,Institute,معهد الملك عبدالله للترجمة والتعريب,king abdullah institute for translation and arabization,13524,3722,6470,RRMB3722,انس بن مالك,Anas Ibn Malik,46.6132067625369,24.8066477142984
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد سعد بن معاذ,saad bin moath mosque,13524,3774,7277,RRMF3774,رقم 468,No. 468,46.6135066415969,24.8140081890961
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع صالح بن خالد,saleh bin khalid mosque,13524,3902,6847,RRMB3902,رقم 450,No. 450,46.6147211184944,24.8101132890334
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية كير مور,Care More Pharmacy,13524,3918,6562,RRMD3918,انس بن مالك,Anas Ibn Malik,46.6147693000001,24.8075368000001
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد هيا العبيد,hayaa al eabid mosque,13524,3983,7822,RRMD3983,رقم 550,No. 550,46.6156042147974,24.8189721135708
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات عبدالله صالح,abdullah saleh grocery,13524,3989,7500,RRMA3989,وادي هجر,Wadi Hajer,46.6154979318981,24.8160678182441
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل الشموخ الراقي,al shawmoukh al raqi laundary,13524,3989,7500,RRMA3989,وادي هجر,Wadi Hajer,46.6156170356729,24.8159112129575
الرياض,الملقا,AL-MALQA,Commercial,Other,حلاق جهان عبدالله لغاء,Jahan Abdullah lugha barber,13524,3989,7500,RRMA3989,وادي هجر,Wadi Hajer,46.6156680695883,24.8160133082937
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية جود,joud pharmacy,13524,3989,7500,RRMA3989,وادي هجر,Wadi Hajer,46.615762142906,24.8161742614193
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,ميست ريستو كافيه,mist resto cafe,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6153690924133,24.8075774647234
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,جنة الحيوان,animal paradise,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6154844399371,24.8078289355372
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مركز الهدلق,al hadlaq center,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6156620967327,24.8081334510231
الرياض,الملقا,AL-MALQA,Commercial,Other,مشغل عالم بنات,girls' world,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6154426162236,24.8076946843783
الرياض,الملقا,AL-MALQA,Commercial,Other,مدام للتزيين النسائي,madame for women's decoration,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6160331436424,24.807966594471
الرياض,الملقا,AL-MALQA,Health,Clinic & Polyclinic,الدكتور اسر محمد للأسنان,dr asser mohammed for dental,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6159605956536,24.8078277903037
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية العودة,al ouda pharmacy,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6156416784331,24.8076883337126
الرياض,الملقا,AL-MALQA,Pharmacy,Phamacy with Home Delevery,صيدلية العودة(توصيل),Aloudah Pharmacy(Delivery),13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.615536,24.8077939
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,دوستو بروستد الدجاج,dustu broasted chicken,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6157510792402,24.8078374761906
الرياض,الملقا,AL-MALQA,Restaurant,Middle Eastern Restaurant,مطعم مينارا,menara restaurant,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6159583398127,24.8081976965325
الرياض,الملقا,AL-MALQA,Restaurant,Other,جافا تايم,java time,13524,3990,6615,RRMB3990,انس بن مالك,Anas Ibn Malik,46.6159297863089,24.8080085293758
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق العثمان التجارية,othman commercial markets,13524,4056,7622,RRMC4056,وادي هجر,Wadi Hajer,46.6163253276465,24.8171472945015
الرياض,الملقا,AL-MALQA,Hotel,Furnished Apartment,بيت الملقا للشقق المفروشة,bayt almilaqa furnished apartments,13524,4056,7622,RRMC4056,وادي هجر,Wadi Hajer,46.6165323407539,24.8170402187562
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الدانوب,danube,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6164942222012,24.8080440302223
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,برد توك,breadtalk,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6167244350536,24.808135639471
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تلال ساحة,telal plaza,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6167263525262,24.8084291303862
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,نخبة العود,oud elite,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6167825712065,24.8083601887571
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مغربي للبصريات,moroccan optics,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6168430843551,24.8082839346987
الرياض,الملقا,AL-MALQA,Commercial,Shops with Home Delevery,أسواق الدانوب (توصيل),Danube Supermarket(Delivery),13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6164142,24.8082935000002
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية وايتس,whites pharmacy,13524,4064,6633,RRMB4064,انس بن مالك,Anas Ibn Malik,46.6168000622558,24.8081649464992
الرياض,الملقا,AL-MALQA,Hotel,Furnished Apartment,برج دارينا للوحدات السكنية,darina tower furnished apartments,13524,4092,7639,RRMD4092,وادي هجر,Wadi Hajer,46.6168334936751,24.8170840774538
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,زهور الريف,zohoor alreef,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6169403565417,24.8082422390479
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,ستاربكس,starbucks,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6174834434567,24.8084971192556
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف الإنماء,alinma atm,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.617089436958,24.808462713307
الرياض,الملقا,AL-MALQA,Restaurant,American Restaurant,ستيك هاوس,steak house,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6169761959318,24.8086789737919
الرياض,الملقا,AL-MALQA,Restaurant,Asian Restaurant,يم شي,yumshi,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6173366842741,24.8086254359193
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,بيتزا ريو,pizzariyo,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6170189529753,24.8083393571511
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,برغرايززر,burgerizzr,13524,4162,6678,RRMB4162,انس بن مالك,Anas Ibn Malik,46.6171769688791,24.8083334123383
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,منصة الرياضة,sport podium,13524,4288,6745,RRMA4288,رقم 467,No. 467,46.6185624966768,24.8089410604103
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,موطن الكرك,karak habitat,13524,4288,6745,RRMA4288,رقم 467,No. 467,46.6185981934415,24.8091215901138
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد أنس بن مالك,anas ibn malik mosque,13524,4310,6968,RRMC4310,رقم 458,No. 458,46.6188889030767,24.8111741320652
الرياض,الملقا,AL-MALQA,Commercial,Supermarket,وسمي ثمار,wasm thimar,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6189488832978,24.8094417834708
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق ثمار,aswaq thamar,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6191131910521,24.8091637845824
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,حلا قهوة,coffee solution,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6192713006681,24.8096268786592
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,التاهيل التقني,,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6190122318834,24.809294051576
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة سينباش,sinbash company,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6191853632368,24.8093253013038
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة العدوان العقارية,al adwan real estate company,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6193690359115,24.8092959447653
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,عَماد,emad,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6191308934493,24.8097123451105
الرياض,الملقا,AL-MALQA,PostService,Local Post Office,مكتب البريد حي الملقا,almlqa district post office,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6191640000001,24.8094690000001
الرياض,الملقا,AL-MALQA,School,Institute,مركز عماد للتدريب,amad training center,13524,4341,6790,RRMA4341,رقم 456,No. 456,46.6191047160481,24.8095109909692
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,دانكن دونتس,dunkin donuts,13524,4390,6814,RRMC4390,انس بن مالك,Anas Ibn Malik,46.6198891929811,24.80955310352
الرياض,الملقا,AL-MALQA,Entertainment,Gymnasium,مركز اللياقة الاولي,fitness first center,13524,4390,6814,RRMC4390,انس بن مالك,Anas Ibn Malik,46.6195684997789,24.8095763281629
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية الدواء,Al-Dawaa,13524,4390,6814,RRMC4390,انس بن مالك,Anas Ibn Malik,46.6198397000002,24.8096419
الرياض,الملقا,AL-MALQA,Restaurant,Other,مارتا كيك,marta cake,13524,4390,6814,RRMC4390,انس بن مالك,Anas Ibn Malik,46.6196495479927,24.8094260574204
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,عبدالرحمن بن عبدالعزيز الشبيب للعقارات,abdul rahman bin abdul aziz al shabib real estate,13524,4450,6822,RRMA4450,انس بن مالك,Anas Ibn Malik,46.6203276894385,24.8096640025379
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,حسين السلمي وشركاه محامون ومستشارون,hussein al - sulami & associates lawyers & consultants,13524,4496,6843,RRMB4496,انس بن مالك,Anas Ibn Malik,46.6208949631183,24.8099935710169
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,مجموعة درر,dorar group,13524,4496,6843,RRMB4496,انس بن مالك,Anas Ibn Malik,46.6209172641616,24.8101270930671
الرياض,الملقا,AL-MALQA,Commercial,Other,بدوية للتزيين النسائي,badawi for women's decoration,,,,,,,46.6210371828162,24.8099519844499
الرياض,الملقا,AL-MALQA,Restaurant,Other,روستاريتا كافيه,roastarita cafe,13524,4554,6870,RRMA4554,انس بن مالك,Anas Bin Malik,46.6212993910447,24.8101118376206
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد انس بن مالك,anas bin malik mosque,13524,6356,2941,RRMA6356,,,46.6052808885233,24.805773903672
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة الصخور الماسية,rock diamond company,13524,6399,2735,RRMB6399,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6029206388078,24.8064639503807
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,عالمك الراقي للمستلزمات الرجالية,ealamuk alrraqi lilmustalzamat alrrijalia,13524,6491,2691,RRMC6491,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6027561062388,24.8070618657471
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,عالمك الراقي للمستلزمات الرجاليه,your world is upscale for men,,,,,,,46.6024838130903,24.8072913268518
الرياض,الملقا,AL-MALQA,Commercial,Other,المستشار للخياطه الرجاليه,consultant for men tailoring,,,,,,,46.602664092982,24.8073159594427
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة ابناء عبدالله بن عبدالعزيز,abdullah bin abdul aziz sons company,,,,,,,46.6027003282535,24.8074117713556
الرياض,الملقا,AL-MALQA,Media Press,Publisher,دار ميلاد للنشر والتوزيع,dar milad publishing and distribution,13524,6565,2654,RRMD6565,رقم 410,No. 410,46.6025079836913,24.8076011825087
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,شاورما كردناج,shawarma king,13524,6565,2654,RRMD6565,رقم 410,No. 410,46.6023542985401,24.8075155557536
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,أي ريد للعقارات,i red real estate,13524,6583,3743,RRMB6583,رقم 363,No. 363,46.6132351240474,24.8076156719672
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,شروق الرياض للعقارات,shuruq riyadh real estate,13524,6583,3743,RRMB6583,رقم 363,No. 363,46.6130641676934,24.8076994008796
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,جوتن للدهانات,jotun paints,13524,6583,3743,RRMB6583,رقم 363,No. 363,46.6130770787997,24.8075511810469
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الشاذلية,al shathliah,13524,6641,2626,RRMA6641,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6021893225465,24.8082811606903
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية الدواء,al dawa pharmacy,13524,6641,2626,RRMA6641,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6019487636841,24.8082833809065
الرياض,الملقا,AL-MALQA,Commercial,Supermarket,مركز جناين القيروان,jnaan kairouan center,13524,6663,2606,RRMB6663,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6018820238814,24.808415931849
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات كيف الأصالة,Kif Al Asala Grocery,13524,6729,4207,RRMA6729,رقم 461,No. 461,46.617806494,24.8089546380001
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,ناهس للعقارات,nahas real estate,13524,6747,2567,RRMA6747,رقم 416,No. 416,46.6014596796842,24.8092565835532
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,الثاري للعقارات,athary real estate,13524,6747,2567,RRMA6747,رقم 416,No. 416,46.6013924866813,24.8093497988546
الرياض,الملقا,AL-MALQA,Industrial,Company & Institution,شركة شيادة للاستثمار والتطوير العقاري,sheyad real estate investment & development company,13524,6747,2567,RRMA6747,رقم 416,No. 416,46.6016121984673,24.8094895574358
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد المهنا,al muhanna mosque,13524,6833,2781,RRMA6833,رقم 353,No. 353,46.6035829527387,24.810047661516
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات روابي الملقا,rawabi almlqa grocery,13524,6850,3662,RRMC6850,وادي وج,Wadi Waj,46.6122089531693,24.8101732952565
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,مسفر بن مذكر للإلكترونيات,misfer bin mazkar electronics,13524,6850,3662,RRMC6850,وادي وج,Wadi Waj,46.6123034195123,24.8101344481168
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل روابي المشارق,rawabi al mashreq laundary,13524,6850,3662,RRMC6850,وادي وج,Wadi Waj,46.6123307907806,24.8102218399298
الرياض,الملقا,AL-MALQA,Commercial,Other,الليلك الابيض للتزيين النسائي,lilac white decorating women,13524,6850,3662,RRMC6850,وادي وج,Wadi Waj,46.6124821359384,24.8102770475974
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,بقالة,jannat alqairwan grocery,13524,6903,2495,RRMA6903,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.6008525374342,24.8107262356961
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,الافق الشمالي للعقارات,northern horizon real estate,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6040804597349,24.8112912214934
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,للتبريد والتكييف,refrigeration and air conditioning,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6038701538561,24.8112043773123
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,السويلم للفواكه والخضروات,alsuwailem fruits & vegetables,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6039779914421,24.8111795789481
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,السويلم للفواكة والخضار,Alsuwailem Fruits & Vegetables,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6040106,24.8111472
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,تموينات محمد بن سليمان,mohammed bin suleiman grocery,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6041401780182,24.8111653994489
الرياض,الملقا,AL-MALQA,Commercial,Other,مغاسل بيان عبدالعزيز,bayan abdul aziz laundry,13524,6952,2815,RRMB6952,البحيرات,Al Buhairat,46.6039303724063,24.8110848080599
الرياض,الملقا,AL-MALQA,Financial Service,Bank,مصرف الراجحي,al rajhi bank,13524,7021,3660,RRMA7021,وادي وج,Wadi Waj,46.6123401474544,24.8116662568787
الرياض,الملقا,AL-MALQA,Health,Clinic & Polyclinic,مجمع الابتسامه الأنيقة,beautiful smile complex,13524,7045,2434,RRMA7045,الدهناء,Al Dahnaa,46.6001007068862,24.8119929925916
الرياض,الملقا,AL-MALQA,Pharmacy,Phamacy with Home Delevery,صيدلية النهدي(توصيل),Nahdi Pharmacy(Delivery),13524,7045,2434,RRMA7045,الدهناء,Al Dahnaa,46.6003000000001,24.8119000000001
الرياض,الملقا,AL-MALQA,Commercial,Other,ركن البصمة للخياطة الرجالية,al basma gents tailoring center,13524,7141,2383,RRMC7141,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5996661380598,24.8128541117814
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,مطعم نسمه الخيمه للوجبات السريعه,nasma al khaimah restaurant for fast food,13524,7141,2383,RRMC7141,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5997167534481,24.8127397584967
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق ومخابز جود,Jude Markets & Bakeries,13524,7225,2343,RRMC7225,طريق الامير محمد بن سعد بن عبد العزيز,Prince Muhammad Ibn Saad Ibn Abdulaziz Rd,46.5992601,24.8136496000001
الرياض,الملقا,AL-MALQA,Commercial,Other,مغسلة الجبر للملابس,al jabr clothes laundry,13524,7227,3560,RRMA7227,رقم 470,No. 470,46.6113313062826,24.8135618787531
الرياض,الملقا,AL-MALQA,Pharmacy,Pharmacy,صيدلية واحة التعافي,oasis recovery pharmacy,13524,7227,3560,RRMA7227,رقم 470,No. 470,46.6115291675568,24.8135191321169
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,العبدلي للخضار والفواكة,"'Adini For Vegetables, Fruits And Dates",13524,7255,2329,RRMA7255,رقم 488,No. 488,46.5991369999999,24.8138902999999
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,فوال ومخبز تميس قمم الطائف,fawal & bakery qemam al taif,13524,7255,2329,RRMA7255,رقم 488,No. 488,46.5992007938617,24.8137847123007
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف الراجحي,al rajhi atm,13524,7255,2329,RRMA7255,رقم 488,No. 488,46.5990861038413,24.8139936607033
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,بيتزا الوادي التركي,pizza turkish valley,13524,7291,2310,RRMA7291,رقم 488,No. 488,46.5989937807543,24.8141659336799
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,بوفية كبده الخير,cafeteria kabdah al khayr,13524,7291,2310,RRMA7291,رقم 488,No. 488,46.5989509504562,24.8142458835699
الرياض,الملقا,AL-MALQA,Religious,Friday Mosque,جامع الشيخ عبدالرحمن بن عبدالعزيز أبانمي رحمه الله,sheikh abdulrahman bin abdul aziz abanmi god's mercy mosque,,,,,,,46.6054672399777,24.8155771204195
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,طلع القصيم للفواكة والتمر,al qassim fruits and dates,13524,7447,2238,RRMH7447,أبحر,Ubhur,46.598352278067,24.8155098532561
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد ناصر أبو شنق,nasir abu shanaq mosque,13524,7490,3364,RRMA7490,الدهناء,Al Dahnaa,46.6095535359523,24.8159401309906
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,لوكنفس,lo canvas,13524,7579,3400,RRMC7579,وادي وج,Wadi Waj,46.609801143001,24.8167859535189
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق الملقا,almalga supermarket,13524,7621,3381,RRMA7621,وادي وج,Wadi Waj,46.6096107861207,24.8170619709955
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,محلات للايجار,shops for rent,13524,7657,2138,RRMA7657,رقم 518,No. 518,46.597358615151,24.8174401354762
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,السباكه والكهرباء,plumbing and electricity,13524,7749,3311,RRMA7749,وادي وج,Wadi Waj,46.6088743636935,24.8182292837189
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق ابداع الغدير,al ghadir creative markets,13524,7749,3311,RRMA7749,وادي وج,Wadi Waj,46.6088058352166,24.8183473049848
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,الالكترونيات,electronics,13524,7749,3311,RRMA7749,وادي وج,Wadi Waj,46.6089029172254,24.8181683695172
الرياض,الملقا,AL-MALQA,Restaurant,Fast Food,مذاق ديمة لتقديم الوجبات,dima's taste for serving meals,13524,7749,3311,RRMA7749,وادي وج,Wadi Waj,46.6089942885282,24.8180408304072
الرياض,الملقا,AL-MALQA,Restaurant,Local Restaurant,فوال و تميس,fawal and tamis,13524,7749,3311,RRMA7749,وادي وج,Wadi Waj,46.6087963173724,24.8184291584434
الرياض,الملقا,AL-MALQA,Commercial,Supermarket,سوبر ماركت عبدالرحمن سعد الحميد,Abdulrahman Saad Al-Hamid,13524,7751,3307,RRMA7751,وادي وج,Wadi Waj,46.6089232070001,24.8182815410002
الرياض,الملقا,AL-MALQA,Financial Service,ATM Machine,صراف السعودي الفرنسي,saudi fransi atm,13524,8090,4021,RRMA8090,طريق الملك فهد الفرعي,King Fahad Branch Rd,46.6162256194713,24.8214672359629
الرياض,الملقا,AL-MALQA,Auto-Service,Gas Station,محطة الجمعان,aljamaan gas station,13525,4429,9183,RRMA4429,الملك سلمان ابن عبدالعزيز سعود الفرعى,King Salman Ibn Abdulaziz Saud Branch,46.5888290526187,24.8154219317239
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,أسواق العثمان,Othman Markets,13525,4429,9183,RRMA4429,الملك سلمان ابن عبدالعزيز سعود الفرعى,King Salman Ibn Abdulaziz Saud Branch,46.5889058000001,24.8153599000001
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد التوحيد,tawhid mosque,13525,4666,8813,RRMA4666,الأفاضلة,Al Afadilah,46.5911324404157,24.8119660883616
الرياض,الملقا,AL-MALQA,Entertainment,Playground,ملعب الشيوخ,maleab alshshuyukh,13525,4679,8323,RRMA4679,الدهناء,Al Dahnaa,46.5912181010119,24.8075593265787
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد,mosque,,,,,,,46.5941486451867,24.8032858146122
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,أسواق الفارس - تموينات,Al-Faris Markets Grocery,13525,4984,9105,RRMB4984,أبحر,Ubhur,46.5943171080001,24.81459676
الرياض,الملقا,AL-MALQA,Hotel,Other,سكن روتانا,sakan rutana,13525,5050,8046,RRMA5050,الأقطار,Al Aqtar,46.5948634352728,24.8050275800685
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب العوين للاستثمار العقاري,,13525,5073,9496,RRMB5073,رقم 339,No. 339,46.595333309279,24.8182106600232
الرياض,الملقا,AL-MALQA,Auto-Service,Auto Service Station,مركز ركن العاصفة لخدمة السيارات,,13525,5106,7424,RRMA5106,انس بن مالك,Anas Ibn Malik,46.5954741965492,24.7992780406179
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,اسواق النخلة,,13525,5144,7426,RRMA5144,انس بن مالك,Anas Ibn Malik,46.5958120800122,24.7993970136682
الرياض,الملقا,AL-MALQA,Commercial,Trading Center,عالم ابتهاج,,13525,5172,7439,RRMB5172,انس بن مالك,Anas Ibn Malik,46.5960357493467,24.7995302634845
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب التسويق المباشر للعقارات,direct marketing real estate office,13525,5182,9195,RRMA5182,أبحر,Ubhur,46.5963129731745,24.815390132749
الرياض,الملقا,AL-MALQA,Religious,Mosque,مسجد انس بن مالك,anas ibn malik mosque,13525,5200,7546,RRMA5200,رقم 296,No. 296,46.5965164004701,24.8005534317173
الرياض,الملقا,AL-MALQA,Auto-Service,Gas Station,محطة الغامدي,alghamdi gas station,13525,5207,9397,RRMA5207,رقم 392,No. 392,46.5966638203525,24.8172900415727
الرياض,الملقا,AL-MALQA,Commercial,Contracting & Real State,مكتب حمد بن سعيدان,,13525,5328,7516,RRMA5328,انس بن مالك,Anas Ibn Malik,46.5976204703768,24.8001441644243
