branch_national_short_address,building_number,street,district,city,postal_code,latitude,longitude
RDDA2922,2922.0,الامير عبدالله ابن عبدالرحمن,حي ظهرة العودة شرق,الدرعية,13732.0,24.75379445,46.54155787
RRHC7894,7894.0,الأبناء,حي حطين,الرياض,13513.0,24.75320814,46.60990209
RGNA7917,7917.0,التخصصي,حي النخيل,الرياض,12383.0,24.75251264,46.63975831
RHGA9316,,,,,,Error,Error
RHGA6878,6878.0,المغيره بن شعبه,حي المروج,الرياض,12281.0,24.75373917,46.66376560
RHMA2729,2729.0,سعود بن عبدالعزيز بن محمد الفرعي,حي المرسلات,الرياض,12464.0,24.75589619,46.68393053
RHNA3896,3896.0,الامير مقرن بن عبدالعزيز,حي النزهة,الرياض,12474.0,24.75816541,46.71339952
RHNA3124,3124.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي النزهة,الرياض,12471.0,24.74587839,46.70551784
RHKA2446,2446.0,العلمين,حي الملك عبدالله,الرياض,12451.0,24.75101980,46.72556150
RHKA2446,2446.0,العلمين,حي الملك عبدالله,الرياض,12451.0,24.75101980,46.72556150
RFQA7790,7790.0,الأمير محمد بن فيصل بن تركي,حي القدس,الرياض,13214.0,24.75607653,46.76001054
RFFA4211,4211.0,الكندي,حي الملك فيصل,الرياض,13215.0,24.75707791,46.78100000
RSRA7244,7244.0,علي العريني,حي الرماية,الرياض,14611.0,24.75553375,46.85458474
RSRA2520,2520.0,علي العريني,حي الرماية,الرياض,14611.0,24.75107190,46.85279687
RRHE7549,7549.0,طريق الملك خالد,حي حطين,الرياض,13518.0,24.76792402,46.57669904
RRHB3841,3841.0,الامير فيصل بن عبدالله بن عبدالرحمن,حي حطين,الرياض,13517.0,24.76843605,46.59040544
RRAB3208,3208.0,البوليفارد المالي ,حي العقيق,الرياض,13519.0,24.76247342,46.64218821
RHRA3008,3008.0,الامير مقرن بن عبدالعزيز,حي المغرزات,الرياض,12483.0,24.76221907,46.72253240
RHRA3621,3621.0,,حي المغرزات,الرياض,12484.0,24.76919026,46.72865206
RFNB4326,4326.0,خريص الفرعي,حي النهضة,الرياض,13222.0,24.75783806,46.83026945
RFNA4495,4495.0,التقوى,حي النهضة,الرياض,13222.0,24.75932988,46.83215817
RRAA6953,6953.0,طريق الامير محمد بن سعد بن عبد العزيز,حي العقيق,الرياض,13511.0,24.76212620,46.62587572
RALA7139,7139.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي النفل,الرياض,13312.0,24.78018900,46.66374123
RALA3292,3292.0,الطريق الدائري الشمالي الفرعي,حي النفل,الرياض,13312.0,24.77261579,46.67280866
RHZA2667,2667.0,الحسين بن علي,حي الازدهار,الرياض,12485.0,24.77818168,46.71108483
RHZA4238,4238.0,عبدالله ابن سعود ابن عبدالعزيز الفرعي,حي الازدهار,الرياض,12486.0,24.77493911,46.72651136
RDSA7852,7852.0,طريق الملك خالد الفرعي,حي السلمانية,الدرعية,13715.0,24.78468809,46.56717186
RASA6665,6665.0,طريق الملك فهد الفرعي,حي الصحافة,الرياض,13315.0,24.78343683,46.63689228
RALA7876,7876.0,ابي بكر الصديق الفرعي,حي النفل,الرياض,13312.0,24.78666786,46.68119355
RHYA3323,3323.0,الطريق الدائري الشمالي الفرعي,حي المصيف,الرياض,12468.0,24.77482333,46.68161688
RHZA7541,7541.0,طريق عثمان بن عفان الفرعي,حي الازدهار,الرياض,12487.0,24.78250356,46.70615854
RAWA7384,7384.0,عثمان بن عفان الفرعي,حي الوادي,الرياض,13313.0,24.78967126,46.70136990
RFBB7247,7247.0,بحر العرب,حي اشبيلية,الرياض,13226.0,24.79271171,46.80162478
RFBA3533,3533.0,على بن سعيد,حي اشبيلية,الرياض,13226.0,24.78601552,46.79923109
RRMB3767,3767.0,انس بن مالك,حي الملقا,الرياض,13522.0,24.80173318,46.60372271
RRMG7524,7524.0,طريق الملك فهد الفرعي,حي الملقا,الرياض,13521.0,24.79987843,46.62696668
RASB3141,3141.0, سعود ابن فيصل,حي الصحافة,الرياض,13315.0,24.79794045,46.64195118
RARB4376,4376.0,الامير محمد ابن سلمان ابن عبدالعزيز,حي الربيع,الرياض,13316.0,24.79339458,46.67513246
RADA4335,4335.0,الأحيدب,حي الندى,الرياض,13317.0,24.80088772,46.69301049
RAFA3514,3514.0,الميزان,حي الفلاح,الرياض,13314.0,24.79672241,46.71112613
RUQB6575,6575.0,طريق المطار الفرعي,حي قرطبة,الرياض,13244.0,24.79816726,46.72256151
RFHA2913,2913.0,عبدالله ابن سعود ابن عبدالعزيز الفرعي,حي الحمراء,الرياض,13217.0,24.78705503,46.75764205
RFYA3594,3594.0,الامام عبدالله بن سعود بن عبدالعزيز الفرعى,حي اليرموك,الرياض,13243.0,24.79479299,46.77361413
RFKE3313,3313.0,طريق الملك عبدالله بن عبدالعزيز,حي الخليج,الرياض,13224.0,24.79011436,46.80839894
RSRA3612,3612.0,الحارث ابن عبدالله الاوسي,حي الندوة,الرياض,14813.0,24.78806466,46.87746708
RDYA8575,8575.0,الوصيل 1,,العمارية,13726.0,24.80570520,46.42865983
RASA7504,7504.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي الصحافة,الرياض,13321.0,24.80704409,46.64890094
RADA7349,7349.0,أركان,حي الندى,الرياض,13317.0,24.80600947,46.69297740
RUQE3856,3856.0,الدمام الفرعي,حي قرطبة,الرياض,13245.0,24.80500948,46.75012131
RFYC2931,2931.0,الدمام الفرعي,حي اليرموك,الرياض,13243.0,24.81089778,46.76735571
RFYA3704,3704.0,عبدالله بن سعود بن عبدالعزيز الفرعى,حي اليرموك,الرياض,13251.0,24.80286050,46.79262608
RFYA3704,3704.0,عبدالله بن سعود بن عبدالعزيز الفرعى,حي اليرموك,الرياض,13251.0,24.80286050,46.79262608
RSRA7195,7195.0,خريص,حي الندوة,الرياض,14813.0,24.79210149,46.86265119
RANA6801,6801.0,ابي بكر الصديق الفرعي,حي النرجس,الرياض,13323.0,24.81676858,46.66722953
RANC6960,6960.0,عثمان بن عفان الفرعي,حي النرجس,الرياض,13323.0,24.81869433,46.68662439
RUQA3322,3322.0,ممر77,حي قرطبة,الرياض,13247.0,24.81500784,46.72702027
RUMF3390,3390.0,الدمام الفرعي,حي المونسية,الرياض,13253.0,24.81842341,46.78136471
RRQE3680,3680.0,عبدالملك بن مسرة,حي القيروان,الرياض,13531.0,24.82325841,46.60426343
RAYB4274,4274.0,انس بن مالك,حي الياسمين,الرياض,13325.0,24.81681230,46.63649096
RUMD2762,2762.0,طريق الامير محمد بن سلمان بن عبدالعزيز,حي المونسية,الرياض,13249.0,24.82490466,46.74995305
RUMD3542,3542.0,البلقاء,حي المونسية,الرياض,13253.0,24.82763351,46.78247205
RFYB2213,2213.0,الدمام الفرعي,حي اليرموك,الرياض,13251.0,24.81545226,46.77809011
RURE6673,6673.0,النجاح,حي الرمال,الرياض,13254.0,24.82892104,46.79133224
RFJA7343,7343.0, جابر الاحمد الصباح,حي القادسية,الرياض,13252.0,24.81844093,46.80296986
RTJC7220,7220.0,أبي سالم التعايشي,حي الجنادرية,الرياض,13612.0,24.81616624,46.87843543
RSNA8085,8085.0,خريص,حي النظيم,الرياض,14814.0,24.81927215,46.88256447
RRDB7233,7233.0,الملك فهد,حي العارض,الرياض,13331.0,24.83768313,46.60914517
RAYE3219,3219.0,انس بن مالك,حي الياسمين,الرياض,13322.0,24.82357780,46.65565499
RUKA7170,7170.0,المطار,مطار الملك خالد,الرياض,13412.0,24.84102729,46.72135011
RUKA8391,8391.0,المطار,حي سدرة,الرياض,13413.0,24.84698035,46.73395442
RUQA3698,3698.0,الثمامه,حي قرطبة,الرياض,13413.0,24.83477353,46.73552961
RUMF2887,2887.0,طريق الثمامة,حي المونسية,الرياض,13249.0,24.84189950,46.75170984
RRQC3524,3524.0,محمد التمار,حي القيروان,الرياض,13531.0,24.83030620,46.60280889
RUKA7170,7170.0,المطار,مطار الملك خالد,الرياض,13412.0,24.84102729,46.72135011
RUKA7170,7170.0,المطار,مطار الملك خالد,الرياض,13412.0,24.84102729,46.72135011
RUKB7265,7265.0,المطار,مطار الملك خالد,الرياض,13412.0,24.84183290,46.72554966
RURA3004,,,,,,Error,Error
RURD8150,8150.0,علي البجادي,حي الرمال,الرياض,13263.0,24.84881938,46.82378271
RTJA3691,3691.0,السنبل,حي الجنادرية,الرياض,13615.0,24.84600368,46.87658240
RRDC7025,7025.0,الملك فهد,حي العارض,الرياض,13334.0,24.85133864,46.60284334
RUKB3446,3446.0,المطار,مطار الملك خالد,الرياض,13415.0,24.85384524,46.71290741
RUKB3662,3662.0,المطار,مطار الملك خالد,الرياض,13415.0,24.85164806,46.71500742
RUKB3662,3662.0,المطار,مطار الملك خالد,الرياض,13415.0,24.85164806,46.71500742
RUKA7338,7338.0,المطار,مطار الملك خالد,الرياض,13415.0,24.85702523,46.71873280
RUKA3612,3612.0,الثمامه,مطار الملك خالد,الرياض,13422.0,24.85590625,46.76612779
RUKA3612,3612.0,الثمامه,مطار الملك خالد,الرياض,13422.0,24.85590625,46.76612779
RRNA7010,7010.0,الملك فهد,حي القيروان,الرياض,13541.0,24.86315857,46.59283190
RRDB7831,7831.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي العارض,الرياض,13335.0,24.86686838,46.61997263
RAJA7915,7915.0,,حي النرجس,الرياض,13333.0,24.85872943,46.64671832
RURB7522,7522.0,الجنادرية,حي الرمال,الرياض,13268.0,24.87593952,46.84546418
RRRA3681,3681.0,ريحانه بنت زيد,حي العارض,الرياض,13337.0,24.88139652,46.60421275
RUKA6567,6567.0,,مطار الملك خالد,الرياض,13442.0,24.89000719,46.69337249
RUKB3131,3131.0,,مطار الملك خالد,الرياض,13442.0,24.91365774,46.68932019
RJUA4646,4646.0,عبدالعزيز ال سعود,حي العين,العيينة,13959.0,24.90721658,46.38509385
RUKA7529,7529.0,المطار,مطار الملك خالد,الرياض,13451.0,24.92345360,46.72150445
RUKA5134,5134.0,,مطار الملك خالد,الرياض,13446.0,24.92850253,46.71364081
RUKB7447,7447.0,طريق المطار,مطار الملك خالد,الرياض,13455.0,24.94234150,46.71190097
RUKB7447,7447.0,طريق المطار,مطار الملك خالد,الرياض,13455.0,24.94234150,46.71190097
RUKB7447,7447.0,طريق المطار,مطار الملك خالد,الرياض,13455.0,24.94234150,46.71190097
RUKB7273,7273.0,المطار,مطار الملك خالد,الرياض,13458.0,24.96109452,46.70237286
RUKA6983,6983.0,المطار,مطار الملك خالد,الرياض,13458.0,24.95841288,46.70401450
RUKA6687,6687.0,المطار,مطار الملك خالد,الرياض,13458.0,24.95576501,46.70571903
RUKB7273,7273.0,المطار,مطار الملك خالد,الرياض,13458.0,24.96109452,46.70237286
RUKA2507,2507.0,,مطار الملك خالد,الرياض,13456.0,24.97360183,46.73170988
RUKA7245,7245.0,,مطار الملك خالد,الرياض,13471.0,24.97641872,46.68929003
RULA9786,9786.0,طريق الجنادرية,حي الرمال,الرياض,13479.0,25.07470281,46.71280368
OMDB7536,7536.0,سلمان بن عبدالعزيز,حي نواره,المزاحمية,19655.0,24.46243038,46.30002470
OMDD2364,2364.0,الملك سعود بن عبدالعزيز,حي الحزيمية,المزاحمية,19656.0,24.47762995,46.28711998
RKHA8268,8268.0,ديراب الفرعي,حي الحزم,الرياض,14966.0,24.53048560,46.65222565
RKWB3464,3464.0,نجم الدين الايوبي,حي طويق,الرياض,14927.0,24.55306380,46.56846486
RKHA3776,3776.0,المشتل,حي الحزم,الرياض,14964.0,24.54658156,46.65095614
RLDB8249,8249.0,ابن تيمية,حي بدر,الرياض,14724.0,24.54890042,46.69725518
RNSB7606,7606.0,عبدالله بن سويدة,المدينة الصناعية الثانية,الرياض,14334.0,24.54291162,46.90047803
RKAB4419,4419.0,الدائري الغربي الفرعي,حي العوالي,الرياض,14924.0,24.55848826,46.63752826
RLFA2073,2073.0,ظفار,حي الشفا,الرياض,14713.0,24.56230906,46.68244982
RMDA7349,7349.0,الحائر الفرعي,حي الدار البيضاء,الرياض,14519.0,24.55506660,46.76219438
RNSB8833,8833.0,محمد أبي نقطة,المدينة الصناعية الثانية,الرياض,14334.0,24.55413449,46.88904968
RKWF3008,3008.0,سليمان بن عبدالملك بن مروان,حي طويق,الرياض,14928.0,24.56783738,46.54444522
RMDD7233,7233.0,العزيزية الفرعي,حي الدار البيضاء,الرياض,14517.0,24.56673207,46.79011655
RKTB2448,2448.0,بلال بن رباح,حي طويق,الرياض,14921.0,24.57784096,46.58028697
RISA2930,2930.0,الدائري الغربي الفرعي,حي السويدي الغربي,الرياض,12992.0,24.57151512,46.61409557
RNDA6358,6358.0,السمح بن مالك,حي الدفاع,الرياض,14315.0,24.57687800,46.82849730
RBDA5393,5393.0,التفاح,حي الدريهمية,الرياض,12797.0,24.58563077,46.69148595
RBBC2329,2329.0,المدينه المنوره,حي ظهرة البديعة,الرياض,12982.0,24.59020976,46.62753237
RBBC2903,2903.0,المدينه المنوره,حي ظهرة البديعة,الرياض,12982.0,24.59368842,46.63323620
RBBD7025,7025.0,عائشة بنت ابي بكر,حي ظهرة البديعة,الرياض,12784.0,24.59070091,46.65144383
RBSA2784,2784.0,الأفلاج,حي السويدي,الرياض,12791.0,24.59609439,46.69781784
RCMA2874,2874.0,الدائري الجنوبي الفرعي,حي المنصورة,الرياض,12693.0,24.59989576,46.74601125
RMAC6872,6872.0,الشباب,حي العزيزية,الرياض,14512.0,24.58885574,46.75967661
RBSB3988,3988.0,السويدي العام,حي سلطانة,الرياض,12777.0,24.59876115,46.68948394
RCMA7835,7835.0,البطحاء,حي المنصورة,الرياض,12684.0,24.60435038,46.73279043
RDLD3575,3575.0,نجد,حي ظهرة لبن,الرياض,13781.0,24.62828453,46.55962516
RILA2234,2234.0,الأمير أحمد بن عبدالعزيز,حي لبن,الرياض,12933.0,24.63654023,46.58936901
RBNA6117,6117.0,الأمير سطام بن عبدالعزيز,حي الفاخرية,الرياض,12737.0,24.63406514,46.67551580
RDMD4228,4228.0,السيل الكبير,حي المهدية,الرياض,13765.0,24.64627596,46.49685248
RDLC4826,4826.0,الطائف,حي ظهرة لبن,الرياض,13753.0,24.64225322,46.54375397
RIHA2461,2461.0,طريق مكة المكرمة,حي الهدا,الرياض,12913.0,24.66604125,46.62125231
RBMB6848,6848.0,الجوهرى,حي المعذر,الرياض,12714.0,24.66433804,46.67647528
RCRA7385,7385.0,الملك فهد الفرعي,حي المربع,الرياض,12612.0,24.66282977,46.70097306
REMB3655,3655.0,معهد الإدارة,حي الملز,الرياض,12629.0,24.66613477,46.72434639
REMA7456,7456.0,صلاح الدين الايوبي,حي الملز,الرياض,12629.0,24.66628352,46.73078642
RGUA6552,6552.0,ام الحمام,حي ام الحمام الغربي,الرياض,12322.0,24.67950027,46.65444077
RBMA2613,2613.0,مكة المكرمة,حي المعذر,الرياض,12713.0,24.67145908,46.67497313
RYSA7320,7320.0,عمرو بن أمية الضمري,حي السفارات,الرياض,12512.0,24.67950420,46.62315105
RHOA3473,3473.0,الأمير سلطان بن عبدالعزيز,حي العليا,الرياض,12311.0,24.68523083,46.67783403
RCTA8858,8858.0,طريق صلاح الدين الايوبي,حي الضباط,الرياض,12623.0,24.69036885,46.72309153
RERA7454,7454.0,الدائري الشرقي الفرعي,حي الربوة,الرياض,12839.0,24.68571832,46.77513864
RQYA4225,4225.0,أبي عبيدة عامر بن الجراح,حي السلي,الرياض,14267.0,24.68744848,46.84902995
RYIB4995,4995.0,الصحراء الكبرى,عرقة,الرياض,12583.0,24.69400775,46.60607949
RGMB6526,6526.0,التخصصي,حي المعذر الشمالي,الرياض,12332.0,24.69253664,46.66937736
RHOA7277,7277.0,الملك فهد الفرعي,حي العليا,الرياض,12212.0,24.68979180,46.68502470
RHAA3176,3176.0,مكة المكرمة الفرعي,حي الملك عبدالعزيز,الرياض,12411.0,24.69596075,46.72836291
RHAB4016,4016.0,مكة المكرمة الفرعي,حي الملك عبدالعزيز,الرياض,12411.0,24.69891733,46.73629580
RERA6885,6885.0,طريق النهضة,حي الربوة,الرياض,12821.0,24.69628470,46.75145705
RQNA4134,4134.0,طريق الامير سعد بن عبدالرحمن الاول,حي النسيم الغربي,الرياض,14235.0,24.70612741,46.83601586
RERA7954,7954.0,الدائري الشرقي الفرعي,حي الربوة,الرياض,12822.0,24.70579833,46.76695467
RQRA4750,4750.0, احمد ابن حنبل,حي الريان,الرياض,14212.0,24.70933893,46.78889317
RHOB2239,2239.0,طريق العروبة,حي العليا,الرياض,12214.0,24.71142483,46.67439068
RHOB2239,2239.0,طريق العروبة,حي العليا,الرياض,12214.0,24.71142483,46.67439068
RHSB3877,3877.0,الأمير ممدوح بن عبدالعزيز,حي السليمانية,الرياض,12242.0,24.71046011,46.69371326
RHOA2779,2779.0,النجوم,حي العليا,الرياض,12244.0,24.70516840,46.68278018
RHOA2794,2794.0,موسى بن نصير,حي العليا,الرياض,12244.0,24.70479714,46.68296473
RGHB4034,4034.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي المحمدية,الرياض,12362.0,24.72404038,46.65356099
RGRA8112,8112.0,الملك فهد الفرعي,حي الرحمانية,الرياض,12343.0,24.72366758,46.66469439
RHWA2863,2863.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي الورود,الرياض,12253.0,24.73216008,46.67582249
RFRA4988,4988.0,خريص الفرعي,حي الروضة,الرياض,13211.0,24.72980707,46.78487164
RDAB5118,5118.0,الملك عبدالعزيز,حي العاصمة,الدرعية,13713.0,24.75143674,46.57415704
RGNA5045,5045.0,الأمير تركي بن عبدالعزيز الأول,حي النخيل,الرياض,12391.0,24.74488667,46.62052924
RHFA3005,3005.0,سعود بن عبدالعزيز بن محمد الفرعي,حي الملك فهد,الرياض,12262.0,24.74431205,46.65692071
RHFA7544,7544.0,الملك عبدالعزيز ابن عبدالرحمن سعود,حي الملك فهد,الرياض,12272.0,24.74289356,46.68004958
RFSA7749,7749.0,خالد بن الوليد,حي الاندلس,الرياض,13212.0,24.74616645,46.77569485
RQND2527,2527.0,خريص الفرعي,حي النسيم الغربي,الرياض,14231.0,24.74309091,46.80905192
RHRA2540,2540.0,الامير مقرن بن عبدالعزيز,حي المغرزات,الرياض,12483.0,24.75995330,46.71781085
RFNC7085,7085.0,سلمان الفارسي,حي النهضة,الرياض,13222.0,24.76033882,46.81285611
RQNA2135,2135.0,خريص الفرعي,حي النسيم الشرقي,الرياض,14241.0,24.75060563,46.82224939
RSRA2520,2520.0,علي العريني,حي الرماية,الرياض,14611.0,24.75107190,46.85279687
RRAA6921,6921.0,ابن مرزقان,حي العقيق,الرياض,13511.0,24.76183019,46.62588168
RHYA6745,6745.0,طريق الملك عبدالعزيز,حي المصيف,الرياض,12465.0,24.76010531,46.67383803
RHTA3214,3214.0,سعود بن عبدالعزيز بن محمد الفرعي,حي التعاون,الرياض,12475.0,24.76299462,46.69817628
RFHA4558,4558.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي الحمراء,الرياض,13216.0,24.76711212,46.75577552
RFFA7390,7390.0,عثمان بن الخصيب,حي الملك فيصل,الرياض,13215.0,24.75945892,46.77775254
RFNA3119,3119.0,الأمير بندر بن عبدالعزيز,حي النهضة,الرياض,13221.0,24.76333072,46.80143294
RHRA7735,7735.0,طريق عثمان بن عفان,حي المغرزات,الرياض,12483.0,24.76776646,46.71539159
RFFA9026,9026.0,الشيخ حسن بن حسين بن علي,حي الملك فيصل,الرياض,13215.0,24.77415702,46.77638962
RFBA4291,4291.0,الصعدة,حي اشبيلية,الرياض,13225.0,24.77989039,46.78861070
RRAC7886,7886.0,طريق الملك فهد الفرعي,حي العقيق,الرياض,13515.0,24.78670281,46.63364029
RALA7633,7633.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي النفل,الرياض,13312.0,24.78468738,46.66161241
RHTB7860,7860.0,طريق عثمان بن عفان الفرعي,حي التعاون,الرياض,12478.0,24.77760631,46.70752208
RFDA6623,6623.0,,حي الشهداء,الرياض,13241.0,24.78180077,46.73097299
RFHA3713,3713.0, عبدالله ابن سعود ابن عبدالعزيز,حي الحمراء,الرياض,13217.0,24.79025387,46.76562146
RFMA7610,7610.0,الكواكب,حي المعيزلة,الرياض,13231.0,24.77954646,46.83150386
RFMA7610,7610.0,الكواكب,حي المعيزلة,الرياض,13231.0,24.77954646,46.83150386
RASA7369,7369.0,طريق الملك فهد الفرعي,حي الصحافة,الرياض,13315.0,24.78983866,46.63335442
RAFA3535,3535.0,الميزان,حي الفلاح,الرياض,13314.0,24.79586006,46.71139880
RSRA7195,7195.0,خريص,حي الندوة,الرياض,14813.0,24.79210149,46.86265119
RARC3769,3769.0,ابي بكر الصديق الفرعي,حي الربيع,الرياض,13316.0,24.80856284,46.66916715
RADA7349,7349.0,أركان,حي الندى,الرياض,13317.0,24.80600947,46.69297740
RFDA3747,3747.0,الدمام الفرعي,حي الشهداء,الرياض,13241.0,24.79919132,46.73968356
RUQE3856,3856.0,الدمام الفرعي,حي قرطبة,الرياض,13245.0,24.80500948,46.75012131
RFYB4352,4352.0,عبدالله بن سعود بن عبدالعزيز الفرعى,حي اليرموك,الرياض,13251.0,24.80557640,46.79902173
RFMB7256,7256.0,الجنادرية الفرعي,حي المعيزلة,الرياض,13234.0,24.79866077,46.85655354
RRMA4701,4701.0,الملك سلمان ابن عبدالعزيز سعود الفرعى,حي الملقا,الرياض,13525.0,24.81654122,46.59155954
RUQA6113,6113.0,سعيد بن زيد,حي قرطبة,الرياض,13248.0,24.81759872,46.73210046
RASA3865,3865.0,انس بن مالك لفرعي,حي الصحافة,الرياض,13321.0,24.81740412,46.64100798
RAYE3219,3219.0,انس بن مالك,حي الياسمين,الرياض,13322.0,24.82357780,46.65565499
RFYB2153,2153.0,الدمام الفرعي,حي اليرموك,الرياض,13251.0,24.81518632,46.77751606
RFJA7821,7821.0, جابر الاحمد الصباح,حي القادسية,الرياض,13252.0,24.82291950,46.79953620
RRQA6309,6309.0,الأمير محمد بن سعد بن عبدالعزيز,حي القيروان,الرياض,13531.0,24.82177420,46.59526194
RUQB7171,7171.0,سعيد بن زيد,حي قرطبة,الرياض,13248.0,24.82720938,46.72817444
RUQB7171,7171.0,سعيد بن زيد,حي قرطبة,الرياض,13248.0,24.82720938,46.72817444
RURB2744,2744.0,الدمام الفرعي,حي الرمال,الرياض,13264.0,24.83579272,46.83336979
RRDD6479,6479.0,طريق الملك فهد,حي العارض,الرياض,13334.0,24.84691326,46.60445306
RUKA8391,8391.0,المطار,حي سدرة,الرياض,13413.0,24.84698035,46.73395442
RURA3004,3004.0,طريق الامير محمد بن سلمان بن عبدالعزيز,حي الرمال,الرياض,13256.0,24.84052201,46.78704078
RAJB7759,7759.0,ابي بكر الصديق,حي النرجس,الرياض,13333.0,24.85745832,46.64661759
RAJB7759,7759.0,ابي بكر الصديق,حي النرجس,الرياض,13333.0,24.85745832,46.64661759
RRRD6699,6699.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي العارض,الرياض,13338.0,24.87442788,46.61614146
RUKB2267,2267.0,,مطار الملك خالد,الرياض,13418.0,24.88908613,46.69701442
RUKB7273,7273.0,المطار,مطار الملك خالد,الرياض,13458.0,24.96109452,46.70237286
RNHA3708,3708.0,,حي هيت,الرياض,14371.0,24.44913135,46.99497874
OMDD2364,2364.0,الملك سعود بن عبدالعزيز,حي الحزيمية,المزاحمية,19656.0,24.47762995,46.28711998
RKDA6410,6410.0,الحريرة,حي ديراب,الرياض,14969.0,24.49465838,46.62727875
RKHA6496,6496.0,ديراب,حي الحزم,الرياض,14964.0,24.53756130,46.65803905
RLBB4001,4001.0,مسلم الفرعى,حي بدر,الرياض,14725.0,24.53267024,46.69711177
RNSB8709,8709.0,محمد أبي نقطة,المدينة الصناعية الثانية,الرياض,14334.0,24.55301567,46.88855106
RKQC3865,3865.0,طريق جدة,حي طويق,الرياض,13793.0,24.55435149,46.49055028
RKQA2796,2796.0,نجم الدين الايوبي,حي طويق,الرياض,14929.0,24.55535211,46.51476943
RKWA3092,3092.0,نجم الدين الايوبي,حي طويق,الرياض,14928.0,24.55488500,46.54495714
RKWA2044,2044.0,نجم الدين الايوبي,حي طويق,الرياض,14927.0,24.55428067,46.55447533
RKAB4419,4419.0,الدائري الغربي الفرعي,حي العوالي,الرياض,14924.0,24.55848826,46.63752826
RLDB7690,7690.0,مرة بن عائذ,حي بدر,الرياض,14716.0,24.55825209,46.70524775
RKWA7526,7526.0,الذهبي,حي طويق,الرياض,14928.0,24.56793279,46.54514116
RISA3360,3360.0,الدائري الغربي الفرعي,حي السويدي الغربي,الرياض,12992.0,24.56971520,46.61829679
RLFA2961,2961.0,ديراب الفرعي,حي الشفا,الرياض,14713.0,24.57030363,46.69132953
RMAA4514,4514.0,عرفات الفرعي,حي العزيزية,الرياض,14515.0,24.56845505,46.77118556
RKTA3037,3037.0,بلال بن رباح,حي طويق,الرياض,14921.0,24.57816777,46.58609616
RMAA8692,8692.0,العزيزيه,حي العزيزية,الرياض,14514.0,24.58555439,46.77857188
RIUE7334,7334.0,حمزة بن عبدالمطلب,حي العريجاء الغربي,الرياض,12976.0,24.58860604,46.62364682
RNDA6542,6542.0,السمح بن مالك,حي الدفاع,الرياض,14315.0,24.57852908,46.82973891
RIUA3859,3859.0,خديجة بنت خويلد,حي العريجاء الغربي,الرياض,14921.0,24.59030459,46.59436879
RBBA7135,7135.0,ربيعة بن خويلد,حي ظهرة البديعة,الرياض,12972.0,24.59871518,46.64004245
RBSA5790,5790.0,السويدي العام,حي سلطانة,الرياض,12785.0,24.59601295,46.68115727
RBSB2711,2711.0,السويدي العام,حي السويدي,الرياض,12791.0,24.60047488,46.69782428
RCMA7835,7835.0,البطحاء,حي المنصورة,الرياض,12684.0,24.60435038,46.73279043
RDLA5058,5058.0,الطائف,حي ظهرة لبن,الرياض,13761.0,24.61956345,46.50771621
RDLB4087,4087.0,نجد,حي ظهرة لبن,الرياض,13781.0,24.63141511,46.56468244
RCMA3003,3003.0,طريق الخرج الفرعي,حي المنصورة,الرياض,12692.0,24.62127828,46.74756450
RCMA3003,3003.0,طريق الخرج الفرعي,حي المنصورة,الرياض,12692.0,24.62127828,46.74756450
RBBA7213,7213.0,دريد بن الصمة,حي البديعة,الرياض,12747.0,24.62409836,46.68691453
RDMB4496,4496.0,السيل الكبير,حي المهدية,الرياض,13765.0,24.64794562,46.49952093
RDLB4476,4476.0,الطائف,حي ظهرة لبن,الرياض,13753.0,24.64022551,46.54028165
RBMB6848,6848.0,الجوهرى,حي المعذر,الرياض,12714.0,24.66433804,46.67647528
RBMA4539,4539.0,مكة المكرمة الفرعي,حي المعذر,الرياض,12721.0,24.67416234,46.66829226
RGUA7026,7026.0,ام الحمام,حي ام الحمام الغربي,الرياض,12324.0,24.68378751,46.65240051
RCTA6650,6650.0,,حي الضباط,الرياض,12627.0,24.67040623,46.72766443
RQFA4852,4852.0,طريق ابو عبيدة عامر بن الجراح,حي الفيحاء,الرياض,14254.0,24.67664392,46.82409005
RYIB4995,4995.0,الصحراء الكبرى,عرقة,الرياض,12583.0,24.69400775,46.60607949
RERB6891,6891.0,فاطمة الزهراء,حي الربوة,الرياض,12815.0,24.68685221,46.73386244
RERA7454,7454.0,الدائري الشرقي الفرعي,حي الربوة,الرياض,12839.0,24.68571832,46.77513864
RQWB4136,4136.0,الامير سعد بن عبدالرحمن الفرعي,حي الروابي,الرياض,14216.0,24.68597318,46.79451443
RGMB6526,6526.0,التخصصي,حي المعذر الشمالي,الرياض,12332.0,24.69253664,46.66937736
RHOB7517,7517.0,التخصصي,حي العليا,الرياض,12313.0,24.68852770,46.67410692
