branch_national_short_address,building_number,street,district,city,postal_code,latitude,longitude
RHSA2481,2481.0,الامير سلطان ابن عبدالعزيز,حي السليمانية,الرياض,12232.0,24.69677688,46.70375363
RERE2957,2957.0,عمر بن عبدالعزيز الفرعي,حي الربوة,الرياض,12834.0,24.69070897,46.76396858
RQAA5475,5475.0,قرن المنيفة,حي السعادة,الرياض,14258.0,24.68951763,46.85104363
RQNB3860,3860.0,طريق الامير سعد بن عبدالرحمن الاول,حي النسيم الغربي,الرياض,14235.0,24.70446630,46.83330490
RGDA3023,3023.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي الرائد,الرياض,12355.0,24.71356286,46.63330141
RHOB2239,2239.0,طريق العروبة,حي العليا,الرياض,12214.0,24.71142483,46.67439068
RHSB4249,4249.0,الأمير ممدوح بن عبدالعزيز,حي السليمانية,الرياض,12243.0,24.71190748,46.69740288
RQMA6087,6087.0, الشافعي,حي المنار,الرياض,14222.0,24.71322821,46.79467188
RYKA5297,5297.0,الشهداء 13,حي الخزامى,الرياض,12571.0,24.72356066,46.60125102
RHWA6374,6374.0,المهندس مساعد العنقري,حي الورود,الرياض,12251.0,24.71679494,46.68140858
RFRB7610,7610.0,المقريزي,حي الروضة,الرياض,13211.0,24.72878987,46.78292357
RQNC7707,7707.0,حسان بن ثابت,حي النسيم الشرقي,الرياض,14243.0,24.72870262,46.83715264
RHWA2975,2975.0,الامير احمد بن عبدالعزيز,حي الورود,الرياض,12253.0,24.73253601,46.67719664
RQNC7369,7369.0,عبدالله بن بصيلة,حي النسيم الغربي,الرياض,14231.0,24.73768055,46.80716333
RRHA7920,7920.0,طريق الملك خالد,حي حطين,الرياض,13514.0,24.75358271,46.58418436
RRHC7894,7894.0,الأبناء,حي حطين,الرياض,13513.0,24.75320814,46.60990209
RHFA3135,3135.0,سعود بن عبدالعزيز بن محمد الفرعي,حي الملك فهد,الرياض,12262.0,24.74487466,46.65825070
RHFA7639,7639.0,وادي البطحاء,حي الملك فهد,الرياض,12262.0,24.74270582,46.65853343
RHFC7252,7252.0,طريق الملك عبدالعزيز الفرعي,حي الملك فهد,الرياض,12272.0,24.74017102,46.68207987
RHFA7544,7544.0,الملك عبدالعزيز ابن عبدالرحمن سعود,حي الملك فهد,الرياض,12272.0,24.74289356,46.68004958
RHMB2742,2742.0,إسماعيل البيهقي,حي المرسلات,الرياض,12461.0,24.74095320,46.68386326
RQNA2471,2471.0,خريص الفرعي,حي النسيم الغربي,الرياض,14231.0,24.74292835,46.80849558
RHNA2093,2093.0,سعود بن عبدالعزيز بن محمد الفرعي,حي النزهة,الرياض,12473.0,24.76094748,46.69554021
RHNA4608,4608.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي النزهة,الرياض,12472.0,24.75220786,46.72033806
RFQB7829,7829.0,الدائري الشرقي الفرعي,حي القدس,الرياض,13214.0,24.75670200,46.74117260
RFQA7476,7476.0,خالد بن الوليد,حي القدس,الرياض,13214.0,24.75317523,46.76935776
RFNB3664,3664.0,خريص الفرعي,حي النهضة,الرياض,13222.0,24.75425391,46.82404417
RRHA6603,,,,,,Error,Error
RRAB2886,2886.0,الدائرى الشمالى الفرعي,حي العقيق,الرياض,13511.0,24.75641472,46.62976826
RHYB6901,6901.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي المصيف,الرياض,12467.0,24.76155534,46.67329353
RHRA7735,7735.0,طريق عثمان بن عفان,حي المغرزات,الرياض,12483.0,24.76776646,46.71539159
RRHD7466,7466.0,الامير محمد ابن سعد ابن عبدالعزيز,حي حطين,الرياض,13516.0,24.77528149,46.61777132
RALA6137,6137.0,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي النفل,الرياض,13312.0,24.77169672,46.66899327
RHZA4556,4556.0,الطريق الدائري الشرقي الفرعي,حي الازدهار,الرياض,12486.0,24.77638270,46.72966509
RFDA6623,6623.0,,حي الشهداء,الرياض,13241.0,24.78180077,46.73097299
RFFA9026,9026.0,الشيخ حسن بن حسين بن علي,حي الملك فيصل,الرياض,13215.0,24.77415702,46.77638962
RFKB2073,2073.0,الملك عبدالله ابن عبدالعزيز سعود,حي الخليج,الرياض,13223.0,24.77626626,46.77721165
RASA7399,7399.0,طريق الملك فهد الفرعي,حي الصحافة,الرياض,13315.0,24.79010369,46.63327517
RAWA4038,4038.0,الدائرى الشمالى الفرعي,حي الوادي,الرياض,13313.0,24.78306965,46.69800864
RHZA7071,7071.0,طريق عثمان بن عفان الفرعي,حي الازدهار,الرياض,12487.0,24.77875927,46.70820899
RARA4517,4517.0,بني مسعود,حي الربيع,الرياض,13315.0,24.79406690,46.65564804
RFMB7256,7256.0,الجنادرية الفرعي,حي المعيزلة,الرياض,13234.0,24.79866077,46.85655354
RDYA8575,8575.0,الوصيل 1,,العمارية,13726.0,24.80570520,46.42865983
RARA7638,7638.0,ابي بكر الصديق الفرعي,حي الربيع,الرياض,13316.0,24.80080892,46.67396710
RADA7349,7349.0,أركان,حي الندى,الرياض,13317.0,24.80600947,46.69297740
RFGA2091,2091.0,الدمام الفرعي,حي غرناطة,الرياض,13242.0,24.79983412,46.74103954
RFGA2091,2091.0,الدمام الفرعي,حي غرناطة,الرياض,13242.0,24.79983412,46.74103954
RFYB3213,3213.0,الدمام الفرعي,حي اليرموك,الرياض,13243.0,24.81181201,46.77006310
RFBD3061,3061.0,عبدالله بن سعود بن عبدالعزيز الفرعى,حي اشبيلية,الرياض,13226.0,24.80278065,46.79483360
RASA3488,3488.0,الناصفة,حي الصحافة,الرياض,13321.0,24.81564763,46.63725127
RUQA2714,2714.0,طريق الامير سعود بن محمد بن مقرن الفرعي,حي قرطبة,الرياض,13248.0,24.81728479,46.73244582
RUMA3926,3926.0,الدمام الفرعي,حي المونسية,الرياض,13246.0,24.81302986,46.76845126
RFJB3512,3512.0,طريق الامام عبدالله بن سعود بن عبدالعزيز الفرعى,حي القادسية,الرياض,13252.0,24.80990572,46.80908941
RSNC7447,7447.0,خريص,حي النظيم,الرياض,14814.0,24.81369391,46.87862394
RRQB7952,7952.0,الأمير محمد بن سعد بن عبدالعزيز,حي القيروان,الرياض,13532.0,24.82661240,46.59187501
RAYE3219,3219.0,انس بن مالك,حي الياسمين,الرياض,13322.0,24.82357780,46.65565499
RANA4089,4089.0,انس بن مالك,حي النرجس,الرياض,13324.0,24.83482813,46.68248573
RUQB7171,7171.0,سعيد بن زيد,حي قرطبة,الرياض,13248.0,24.82720938,46.72817444
RURC4379,4379.0,عبدالرحمن بن الأرقم,حي الرمال,الرياض,13254.0,24.83420630,46.80896867
RTJA3046,3046.0,الشرق,حي الجنادرية,الرياض,13613.0,24.83302120,46.88341448
RTJA3046,3046.0,الشرق,حي الجنادرية,الرياض,13613.0,24.83302120,46.88341448
RURB6703,6703.0,علي البجادي,حي الرمال,الرياض,13264.0,24.84074249,46.82909755
RRDC7025,7025.0,الملك فهد,حي العارض,الرياض,13334.0,24.85133864,46.60284334
RANA2179,2179.0,الملك سلمان ابن عبدالعزيز سعود الفرعى,حي النرجس,الرياض,13328.0,24.85077245,46.67296328
RAJA3036,3036.0,سعود بن عبدالله جلوي,حي النرجس,الرياض,13336.0,24.86138821,46.64624673
RRRA5228,5228.0,ريحانه بنت زيد,حي العارض,الرياض,13341.0,24.88483409,46.60978486
RUKA2249,2249.0,,مطار الملك خالد,الرياض,13418.0,24.88912050,46.69682764
RTBA3448,3448.0,مالك بن الدخشم الخزرجي,حي البيان,الرياض,13619.0,24.88600083,46.85728617
RTNA8791,8791.0,طريق الدمام,حي الجنادرية,الرياض,13626.0,24.89620513,46.90763505
ODMB5201,5201.0,الخرج الجديد,,الخرج,16356.0,24.37472789,47.09976983
RKDA6554,6554.0,ديراب الفرعي,حي ديراب,الرياض,14969.0,24.49594369,46.62771260
RLKB7833,7833.0,ديراب الفرعي,حي عكاظ,الرياض,14723.0,24.52982656,46.65366990
RKHA8534,8534.0,ديراب الفرعي,حي الحزم,الرياض,14966.0,24.53282413,46.65371564
RLBD3579,3579.0,مسلم الفرعى,حي بدر,الرياض,14725.0,24.53534235,46.69301067
RMFA3285,3285.0,طريق الخرج الفرعي,حي المصفاة,الرياض,14525.0,24.54320918,46.87287549
RKAA3323,3323.0,نجم الدين الايوبي الفرعي,حي العوالي,الرياض,14942.0,24.55143063,46.60069746
RKWA5034,5034.0,نجم الدين الايوبي,حي طويق,الرياض,14936.0,24.55246698,46.56541260
RKAA3282,3282.0,نجم الدين الايوبي الفرعي,حي العوالي,الرياض,14924.0,24.55259921,46.62620100
RLSA2850,2850.0,عرفات الفرعي,حي المصانع,الرياض,14717.0,24.55999077,46.74834333
RKAD3163,3163.0,الدائري الغربي الفرعي,حي العوالي,الرياض,14924.0,24.56493066,46.62522444
RLFA6974,6974.0,ابن تيمية,حي الشفا,الرياض,14713.0,24.56000698,46.70505044
RMDC3511,3511.0,ابن حجر,حي الدار البيضاء,الرياض,14517.0,24.56688152,46.80015064
RBDA2996,2996.0,الدائري الجنوبي الفرعي,حي شبرا,الرياض,12799.0,24.57098754,46.66778879
RKNA2625,2625.0,الدائري الجنوبي الفرعي,حي نمار,الرياض,14962.0,24.57495798,46.67789242
RKTB2969,2969.0,بلال بن رباح,حي طويق,الرياض,14923.0,24.58032563,46.53928226
RBBD6664,6664.0,الشيخ عمر بن عبداللطيف بن عبدالرحمن,حي ظهرة البديعة,الرياض,12982.0,24.58652448,46.63943894
RBSC3910,3910.0,السويدي العام,حي السويدي,الرياض,12788.0,24.58441553,46.66240860
RMDB8448,8448.0,العزيزية الفرعي,حي الدار البيضاء,الرياض,14518.0,24.57119754,46.78647235
RMDD2357,2357.0,عجمان,حي الدار البيضاء,الرياض,14517.0,24.57138953,46.78877311
RMDB8448,8448.0,العزيزية الفرعي,حي الدار البيضاء,الرياض,14518.0,24.57119754,46.78647235
RCMC3892,3892.0,الدائري الجنوبي الفرعي,حي المنصورة,الرياض,12684.0,24.59536449,46.73783298
RBSD3565,3565.0,الملك فهد,حي السويدي,الرياض,12791.0,24.60389556,46.70562395
RCMA3138,3138.0,الدائري الجنوبي الفرعي,حي المنصورة,الرياض,12693.0,24.60147090,46.74865197
RMAA7643,7643.0,العزيزية الفرعي,حي العزيزية,الرياض,14511.0,24.60216351,46.77001829
REKA3460,3460.0,الخرج,حي الخالدية,الرياض,12875.0,24.62022082,46.75078484
RDLD7489,7489.0,نجران,حي ظهرة لبن,الرياض,13782.0,24.63105591,46.55310922
RDLB3243,3243.0,الطائف,حي ظهرة لبن,الرياض,13782.0,24.64836040,46.55656122
RDMB2807,2807.0,السيل الكبير,حي المهدية,الرياض,13756.0,24.65289792,46.50861910
RDLB4882,4882.0,الطائف,حي ظهرة لبن,الرياض,13751.0,24.65077748,46.55981009
RDLG4240,4240.0,الطائف,حي ظهرة لبن,الرياض,12555.0,24.65426516,46.57868134
RDLA4775,4775.0,الطائف,حي ظهرة لبن,الرياض,12561.0,24.65297646,46.59344753
RCRA7789,7789.0,شيبة بن عثمان,حي المربع,الرياض,12612.0,24.66634125,46.69886547
REMA7135,7135.0,الملك عبدالعزيز ابن عبدالرحمن سعود,حي الملز,الرياض,12629.0,24.66352556,46.71844079
RQFA6259,6259.0,السويلة,حي الفيحاء,الرياض,14254.0,24.67021771,46.80963839
RQYA8729,8729.0,وادي العميرة,حي السلي,الرياض,14263.0,24.67651912,46.82616760
RYIB3433,3433.0,الأمير مشعل بن عبد العزيز,عرقة,الرياض,12543.0,24.68516441,46.57615543
RCTA8520,8520.0,صلاح الدين الايوبي,حي الضباط,الرياض,12623.0,24.68719061,46.72383675
RQWA2940,2940.0,الامير سعد بن عبدالرحمن الفرعي,حي الروابي,الرياض,14215.0,24.68184264,46.78265121
RHOA7614,7614.0,الملك فهد الفرعي,حي العليا,الرياض,12313.0,24.68930125,46.68275767
RERA4444,4444.0,عمر بن عبدالعزيز الفرعي,حي الربوة,الرياض,12824.0,24.69383758,46.76913643
RHOA7305,7305.0,التخصصي,حي العليا,الرياض,12333.0,24.69943176,46.66860805
RHAA4308,4308.0,مكة المكرمة الفرعي,حي الملك عبدالعزيز,الرياض,12233.0,24.69366933,46.72182259
RQNC6810,6810.0,سعد بن ابي وقاص,حي النسيم الغربي,الرياض,14235.0,24.71029882,46.83184257
RFRA2371,2371.0,حفصة بنت عمر,حي الروضة,الرياض,13211.0,24.72325099,46.75909777
RFRB7610,7610.0,المقريزي,حي الروضة,الرياض,13211.0,24.72878987,46.78292357
RFRB2451,2451.0,عبدالرحمن الغافقي,حي الروضة,الرياض,13213.0,24.74249481,46.75334799
RQNB7825,7825.0,سعد بن ابي وقاص,حي النسيم الغربي,الرياض,14231.0,24.74180665,46.80928431
RHMA2895,2895.0,سعود بن عبدالعزيز بن محمد,حي المرسلات,الرياض,12464.0,24.75672323,46.68550080
RFNB7868,7868.0,سلمان الفارسي,حي النهضة,الرياض,13221.0,24.75649539,46.81468866
RHYB7394,7394.0,ابي بكر الصديق,حي المصيف,الرياض,12466.0,24.76591160,46.69176996
RHGA3703,3703.0,الدائرى الشمالى الفرعي,حي المروج,الرياض,12284.0,24.76879653,46.66743850
RFHA7994,7994.0,خالد بن الوليد,حي الحمراء,الرياض,13216.0,24.77770542,46.75105969
RFFA2507,2507.0,الملك عبدالله ابن عبدالعزيز سعود الفرعي,حي الملك فيصل,الرياض,13215.0,24.76924682,46.76429153
RFNA2031,2031.0,الامير بندر بن عبدالعزيز,حي النهضة,الرياض,13222.0,24.76712169,46.80779941
RRMD3124,3124.0,سعود ابن فيصل الفرعي,حي الملقا,الرياض,13521.0,24.78794199,46.61545746
RASA6665,6665.0,طريق الملك فهد الفرعي,حي الصحافة,الرياض,13315.0,24.78343683,46.63689228
RFKA2581,2581.0,طريق الملك عبدالله بن عبدالعزيز,حي الخليج,الرياض,13224.0,24.78583800,46.80134568
RSRA3960,3960.0,الحارث ابن عبدالله الاوسي,حي الندوة,الرياض,14813.0,24.78613224,46.88086476
RRMD3124,3124.0,سعود ابن فيصل الفرعي,حي الملقا,الرياض,13521.0,24.78794199,46.61545746
RFHA3379,3379.0,عبدالله ابن سعود ابن عبدالعزيز الفرعي,حي الحمراء,الرياض,13217.0,24.78901473,46.76221229
RSRA4685,4685.0,الميناء,حي الندوة,الرياض,14813.0,24.79682775,46.88816897
RAYA4038,4038.0,الثمامه,حي الياسمين,الرياض,13322.0,24.80812841,46.66344623
RADA4282,4282.0,الامير محمد ابن سلمان ابن عبدالعزيز,حي الندى,الرياض,13317.0,24.80065948,46.69247013
RFJA7551,7551.0, جابر الاحمد الصباح,حي القادسية,الرياض,13236.0,24.80087982,46.81577989
RTJA7699,7699.0,الجنادرية الفرعي,حي الجنادرية,الرياض,13611.0,24.80388065,46.85453814
RSRA8283,8283.0,خريص,حي الندوة,الرياض,14813.0,24.80266222,46.87042189
RADC3385,3385.0,الثمامه,حي الندى,الرياض,13317.0,24.81558429,46.68381160
RUQC7288,7288.0, حسن ابن حسين ابن علي,حي قرطبة,الرياض,13245.0,24.81157645,46.75550811
RFYB2347,2347.0,الدمام الفرعي,حي اليرموك,الرياض,13251.0,24.81574708,46.77943295
RFYB3627,3627.0,الدمام الفرعي,حي اليرموك,الرياض,13243.0,24.81379695,46.77421692
RAYB6371,6371.0,الملك عبدالعزيز,حي الياسمين,الرياض,13326.0,24.82234521,46.64264882
RUMA4306,4306.0,الدمام الفرعي,حي المونسية,الرياض,13253.0,24.82198276,46.78994226
RFJB3727,3727.0,الدمام الفرعي,حي القادسية,الرياض,13252.0,24.82896075,46.81107247
RFJB3675,3675.0,الدمام الفرعي,حي القادسية,الرياض,13252.0,24.82875517,46.81058205
RUQB2481,2481.0,الثمامه,حي قرطبة,الرياض,13248.0,24.83101459,46.73064784
RUMC8002,8002.0,النجاح,حي المونسية,الرياض,13253.0,24.83300314,46.78805732
RUKA8391,8391.0,المطار,حي سدرة,الرياض,13413.0,24.84698035,46.73395442
RUMC3518,3518.0,طريق الثمامة,حي المونسية,الرياض,13421.0,24.84228006,46.75035615
RAJA5452,5452.0,الملك سلمان ابن عبدالعزيز سعود الفرعى,حي النرجس,الرياض,13333.0,24.85336409,46.67611051
RURC7993,7993.0,علي البجادي,حي الرمال,الرياض,13265.0,24.85244331,46.82317602
RRRA7831,7831.0,الملك فهد,حي العارض,الرياض,13337.0,24.87577545,46.59001384
RTNA8791,8791.0,طريق الدمام,حي الجنادرية,الرياض,13626.0,24.89620513,46.90763505
RTNA2919,2919.0,طريق الدمام,حي الجنادرية,الرياض,13800.0,24.90975868,46.92821550
RBTA7237,7237.0,التخصصي,حي المؤتمرات,الرياض,12711.0,24.66771847,46.68209479
RHSA8146,8146.0,الملك محمد الخامس,حي السليمانية,الرياض,12223.0,24.69934870,46.70269889
RHSA3303,3303.0,العروبه,حي السليمانية,الرياض,12245.0,24.71884324,46.68804146
RRHA6711,6711.0,ابن أبي ربيع,حي حطين,الرياض,13512.0,24.75483639,46.61020031
RAYB3339,3339.0,انس بن مالك,حي الياسمين,الرياض,13322.0,24.82409687,46.65688767
RUKA7675,7675.0,,حي سدرة,الرياض,13413.0,24.84051147,46.73338114
RFJB7023,7023.0, جابر الاحمد الصباح,حي القادسية,الرياض,13252.0,24.81562848,46.80483420
RRDC7025,7025.0,الملك فهد,حي العارض,الرياض,13334.0,24.85133864,46.60284334
RKAB4419,4419.0,الدائري الغربي الفرعي,حي العوالي,الرياض,14924.0,24.55848826,46.63752826
RMAD7707,7707.0,الحائر الفرعي,حي العزيزية,الرياض,14515.0,24.57704742,46.74953446
RBSB2711,2711.0,السويدي العام,حي السويدي,الرياض,12791.0,24.60047488,46.69782428
RBBB6344,6344.0,عبدالملك السلمي,حي البديعة,الرياض,12748.0,24.61598084,46.68031475
RHOA2353,2353.0,الأمير محمد بن عبدالعزيز,حي العليا,الرياض,12222.0,24.69741872,46.68736663
RHAA3176,3176.0,مكة المكرمة الفرعي,حي الملك عبدالعزيز,الرياض,12411.0,24.69596075,46.72836291
RFYD2978,2978.0,الامام عبدالله بن سعود بن عبدالعزيز الفرعى,حي اليرموك,الرياض,13243.0,24.79327504,46.76747252
RFYA2623,2623.0,الدمام الفرعي,حي اليرموك,الرياض,13251.0,24.81711881,46.78225058
RSND3269,3269.0,الشرف,حي النظيم,الرياض,14814.0,24.82719839,46.88835266
RUQC7736,7736.0, حسن ابن حسين ابن علي,حي قرطبة,الرياض,13248.0,24.83200219,46.74496050
RUKA3612,3612.0,الثمامه,مطار الملك خالد,الرياض,13422.0,24.85590625,46.76612779
RTNA8791,8791.0,طريق الدمام,حي الجنادرية,الرياض,13626.0,24.89620513,46.90763505
RUKB7447,7447.0,طريق المطار,مطار الملك خالد,الرياض,13455.0,24.94234150,46.71190097
RUKB7273,7273.0,المطار,مطار الملك خالد,الرياض,13458.0,24.96109452,46.70237286
RUKB7273,7273.0,المطار,مطار الملك خالد,الرياض,13458.0,24.96109452,46.70237286
RLFB7020,7020.0,ابن تيمية,حي الشفا,الرياض,14721.0,24.54840448,46.69557184
RDLB3243,3243.0,الطائف,حي ظهرة لبن,الرياض,13782.0,24.64836040,46.55656122
RBMA8716,8716.0,الأمير تركي بن عبدالعزيز الأول,حي المعذر,الرياض,12721.0,24.67375708,46.66870703
RERC3367,3367.0,عمر بن عبدالعزيز الفرعي,حي الربوة,الرياض,12835.0,24.69227875,46.76792368
RGRA7478,7478.0,التخصصي,حي الرحمانية,الرياض,12344.0,24.71796123,46.65828105
RFRA7088,7088.0,الحسن بن علي,حي الروضة,الرياض,13211.0,24.72425681,46.77061868
RHGA3184,3184.0,سعود بن عبدالعزيز بن محمد الفرعي,حي المروج,الرياض,12281.0,24.74802829,46.66231924
RRHE2928,2928.0,الأمير تركي بن عبدالعزيز الأول,حي حطين,الرياض,13512.0,24.75295736,46.61222064
RHRA7735,7735.0,طريق عثمان بن عفان,حي المغرزات,الرياض,12483.0,24.76776646,46.71539159
RFGB2689,2689.0,الدمام الفرعي,حي غرناطة,الرياض,13242.0,24.80247239,46.74738037
RYIA4033,4033.0,الأمير مشعل بن عبد العزيز,عرقة,الرياض,12543.0,24.68678530,46.58212946
RFRA6527,6527,الدائري الشرقي الفرعي,حي الروضة,الرياض,13213,24.73190710,46.75361979
RRMA3798,3798, سعود ابن فيصل,حي الملقا,الرياض,13521,24.79072584,46.62227596
RASA2975,2975,انس بن مالك,حي الصحافة,الرياض,13321,24.81383230,46.63215424
RRQB6273,6273,الأمير محمد بن سعد بن عبدالعزيز,حي القيروان,الرياض,13531,24.82146514,46.59541864
RAJB7131,7131,ابي بكر الصديق,حي النرجس,الرياض,13333,24.85234138,46.64920674
RUMF3161,3161,طريق الثمامة,حي المونسية,الرياض,13249,24.84324174,46.75424658
RYSA6810,6810,عمرو بن اميه الضمري,حي السفارات,الرياض,12511,24.67489159,46.62512583
RHOB2239,2239,طريق العروبة,حي العليا,الرياض,12214,24.71142483,46.67439068
RDCA3220,3220,,,الدرعية,13711,24.73421562,46.57459143
RGHA3478,3478,زنجبار,حي المحمدية,الرياض,12362,24.73173064,46.64817950
RRAB2886,2886,الدائرى الشمالى الفرعي,حي العقيق,الرياض,13511,24.75641472,46.62976826
RTJC7220,7220,أبي سالم التعايشي,حي الجنادرية,الرياض,13612,24.81616624,46.87843543
RNHA2598,2598,طريق الخرج,حي هيت,الرياض,14372,24.44358485,47.00060712
RMFB4797,4797,الخرج الجديد,حي المصفاة,الرياض,14561,24.46041805,46.98055858
OMDA8518,8518,سلمان بن عبدالعزيز,حي نواره,المزاحمية,19655,24.47117465,46.30815424
RMFA5861,5861,طريق رياض الخرج,حي المصفاة,الرياض,14548,24.46989530,46.96973193
RKQA3431,3431,نجم الدين الايوبي,حي طويق,الرياض,14931,24.55469772,46.51062600
RKQB7470,7470,عمر بن جناوه,حي طويق,الرياض,14929,24.56796397,46.53011499
RCNB2948,2948,الدائري الجنوبي الفرعي,حي منفوحة,الرياض,12685,24.59026365,46.72854065
RMAD3798,3798,عرفات الفرعي,حي العزيزية,الرياض,14513,24.57886699,46.79247144
RMAB8287,8287,محمد رشيد رضا,حي العزيزية,الرياض,14514,24.58203503,46.76468830
RDLA2255,2255,الطائف,حي ظهرة لبن,الرياض,13787,24.61482024,46.50180484
RIUD3581,3581, ابي حنيفه,حي العريجاء الوسطى,الرياض,12766,24.61726900,46.64407458
RNCB2659,2659,الصفا,حي المناخ,الرياض,14316,24.61110611,46.82397935
REFB7412,7412,الدائري الشرقي الفرعي,حي الفيصلية,الرياض,12896,24.63868867,46.79853161
RDLC2783,2783,الطائف,حي ظهرة لبن,الرياض,12564,24.65330516,46.57378597
REMB3557,3557,الجامعة,حي الملز,الرياض,12642,24.66284899,46.73045363
RERA7954,7954,الدائري الشرقي الفرعي,حي الربوة,الرياض,12822,24.70579833,46.76695467
RGNA3244,3244,طريق الملك خالد,حي النخيل,الرياض,12395,24.72474736,46.60233206
RFRB7610,7610,المقريزي,حي الروضة,الرياض,13211,24.72878987,46.78292357
RFND3386,3386,خريص الفرعي,حي النهضة,الرياض,13221,24.74171608,46.80365495
RFHB7888,7888,خالد بن الوليد,حي الحمراء,الرياض,13216,24.77678649,46.75153556
RASB7209,7209,العليا,حي الصحافة,الرياض,13315,24.78832313,46.63783023
RFHB7427,7427,خالد بن الوليد الفرعي,حي الحمراء,الرياض,13217,24.78066189,46.75068954
RAYA6365,6365,الملك عبدالعزيز ابن عبدالرحمن سعود الفرعي,حي الياسمين,الرياض,13322,24.80597399,46.65087045
RFDA8374,8374,شهيد الدين ثم الوطن محمد طريسان الشاطر,حي الشهداء,الرياض,13241,24.79755142,46.73560179
RUQD3928,3928,الدمام الفرعي,حي قرطبة,الرياض,13245,24.80531362,46.75084078
RTJB8193,8193,الجنادرية الفرعي,حي الجنادرية,الرياض,13611,24.80808602,46.85185479
RADB3131,3131,الثمامه,حي الندى,الرياض,13317,24.81452448,46.68127621
RTJA8582,8582,طريق خريص,حي الجنادرية,الرياض,13612,24.82812283,46.88736507
RFJD2672,2672,وادي الغراره,حي القادسية,الرياض,13261,24.83063503,46.81861094
RURC6876,6876,علي البجادي,حي الرمال,الرياض,13263,24.83844839,46.82876419
RUMC3518,3518,طريق الثمامة,حي المونسية,الرياض,13421,24.84228006,46.75035615
RAJA5452,5452,الملك سلمان ابن عبدالعزيز سعود الفرعى,حي النرجس,الرياض,13333,24.85336409,46.67611051
RRRD6746,6746,محمد الزبيري,حي العارض,الرياض,13337,24.86520283,46.61005824
RURA2325,2325,الثمامه,حي الرمال,الرياض,13266,24.86515685,46.79802016
RRRA7831,7831,الملك فهد,حي العارض,الرياض,13337,24.87577545,46.59001384
RRRA3724,3724,الأمير خالد بن بندر بن عبدالعزيز,حي العارض,الرياض,13338,24.87253865,46.62743797
RTNA8791,8791,طريق الدمام,حي الجنادرية,الرياض,13626,24.89620513,46.90763505
RISA3764,3764,الدائري الغربي الفرعي,حي السويدي الغربي,الرياض,12993,24.56779423,46.62226730
RBSA6573,6573,عائشة بنت ابي بكر,حي السويدي,الرياض,12788,24.58655324,46.65451203
RDLE4348,4348,نجد,حي ظهرة لبن,الرياض,13782,24.63410662,46.56732073
RESB8236,8236,الدائري الشرقي الفرعي,حي الصفا,الرياض,12853,24.67401689,46.77854634
RYIA8120,8120,امارة عرقة,عرقة,الرياض,12543,24.68647320,46.58234456
RQRA6678,6678,عنيزة,حي الريان,الرياض,14213,24.70070862,46.77916040
RFQB3083,3083,الأمير سعود الكبير بن عبدالعزيز آل سعو,حي القدس,الرياض,13214,24.75543340,46.74958471
RHRA7153,7153,طريق عثمان بن عفان,حي المغرزات,الرياض,12483,24.76235232,46.71641313
RUQB6281,6281,سعيد بن زيد,حي قرطبة,الرياض,13245,24.80284171,46.73944223
RRMB4496,4496,انس بن مالك,حي الملقا,الرياض,13524,24.81018942,46.62069567
RFYC2931,2931,الدمام الفرعي,حي اليرموك,الرياض,13243,24.81089778,46.76735571
RRQB6273,6273,الأمير محمد بن سعد بن عبدالعزيز,حي القيروان,الرياض,13531,24.82146514,46.59541864
RTJC2422,2422,الشرق,حي الجنادرية,الرياض,13613,24.83684051,46.87730647
RUMF3161,3161,طريق الثمامة,حي المونسية,الرياض,13249,24.84324174,46.75424658
RAJB7393,7393,ابي بكر الصديق,حي النرجس,الرياض,13333,24.85447021,46.64812551
