name,lon_lat,coor_type
حائرة المرخ,"[[46.730175, 20.855312]]",POINT
حائرة المزيرع,"[[47.492566, 25.356488]]",POINT
حائرة ام عشر,"[[46.864071, 21.346951]]",POINT
خبراء ابن شرار,"[[45.142651, 26.928692]]",POINT
خبراء الحفنة,"[[45.330963, 22.166805]]",POINT
خبراء الخابية,"[[46.435089, 25.535595]]",POINT
خبراء الفغم,"[[45.262299, 26.821747]]",POINT
خبراء القراح,"[[45.825305, 23.975751]]",POINT
خبراء الكدرة,"[[45.431406, 24.463527]]",POINT
خبراء الهماج,"[[45.810456, 23.984334]]",POINT
خبراء ام الجول,"[[45.477219, 22.145691]]",POINT
خبراء برزات,"[[45.832, 23.967211]]",POINT
خبيراء المحلية,"[[46.369364, 24.371452]]",POINT
خزان الروضة,"[[46.669064, 22.211266]]",POINT
روضة أم الشقوق,"[[45.762863, 25.109253]]",POINT
روضة أم قطا,"[[47.417335, 25.233192]]",POINT
روضة ابن حميدان,"[[44.398327, 25.100498]]",POINT
روضة ابن هريول,"[[45.066776, 25.605869]]",POINT
روضة ابو خر,"[[45.083771, 25.580635]]",POINT
روضة البركات,"[[46.045074, 25.715046]]",POINT
روضة الجراد,"[[46.07578, 25.733135]]",POINT
روضة الحبيل,"[[45.857792, 25.376701]]",POINT
روضة الحبيل,"[[45.38832, 25.010312]]",POINT
روضة الحصاة,"[[45.889034, 26.368904]]",POINT
روضة الخرارة,"[[46.247528, 24.39615]]",POINT
روضة الخريريرة,"[[46.195943, 24.402394]]",POINT
روضة الخريمة,"[[45.828953, 25.405884]]",POINT
روضة الخويبية,"[[45.093727, 25.569477]]",POINT
روضة الخويبية,"[[46.015549, 25.430088]]",POINT
روضة الخويبية,"[[46.592331, 25.161095]]",POINT
روضة الداخلية,"[[45.753465, 24.892831]]",POINT
روضة الرجوم,"[[44.724483, 25.14159]]",POINT
روضة الرحى,"[[45.775909, 25.437641]]",POINT
روضة الردايف,"[[46.0587, 25.969942]]",POINT
روضة الرمحية,"[[45.218804, 25.388675]]",POINT
روضة الزهيرية,"[[45.172155, 25.209804]]",POINT
روضة السبلة,"[[44.980087, 26.378689]]",POINT
روضة السويق,"[[45.559273, 26.365643]]",POINT
روضة الشحمة,"[[45.777133, 26.1233]]",POINT
روضة الشفلحية,"[[45.540905, 25.938034]]",POINT
روضة الصدع,"[[44.673028, 25.069342]]",POINT
روضة الصهد,"[[45.307617, 24.658813]]",POINT
روضة الطراق,"[[46.134875, 25.99509]]",POINT
روضة العتيك,"[[45.812302, 25.331383]]",POINT
روضة العوراء,"[[43.006153, 24.477711]]",POINT
روضة العين,"[[44.483299, 25.414639]]",POINT
روضة الغراميل,"[[45.984542, 25.744207]]",POINT
روضة القاعية,"[[45.608196, 26.379204]]",POINT
روضة القريف,"[[45.448937, 25.759807]]",POINT
روضة القصر,"[[45.82376, 25.879412]]",POINT
روضة الكثران,"[[46.033058, 25.748885]]",POINT
روضة الكثير,"[[45.683556, 25.085735]]",POINT
روضة الكسر,"[[44.879236, 26.45555]]",POINT
روضة المحلية,"[[46.339002, 24.387245]]",POINT
روضة المخلاف,"[[46.773348, 24.258499]]",POINT
روضة المزيرع,"[[45.697632, 25.491371]]",POINT
روضة المزيرعة,"[[45.261784, 25.660114]]",POINT
روضة المسعودي,"[[47.462611, 25.202551]]",POINT
روضة المشرات,"[[45.898647, 25.493431]]",POINT
روضة المطوع,"[[46.235661, 25.733414]]",POINT
روضة المغيدر,"[[45.822644, 24.204147]]",POINT
روضة النظيم,"[[45.565281, 26.249428]]",POINT
روضة الهوبجة,"[[45.074501, 25.460644]]",POINT
روضة الوسيطى,"[[45.82125, 25.902565]]",POINT
روضة ام الحصانية,"[[45.140762, 24.972954]]",POINT
روضة ام العصافير,"[[45.125999, 25.598659]]",POINT
روضة ام خشيم,"[[44.642, 25.092323]]",POINT
روضة ام سدر,"[[45.618496, 26.349163]]",POINT
روضة ام شبرم,"[[44.562263, 26.006012]]",POINT
روضة ام شبرم,"[[44.649124, 25.870399]]",POINT
روضة ام شيح,"[[45.117588, 25.451202]]",POINT
روضة ام شيحة,"[[44.566104, 25.109017]]",POINT
روضة ام عشر,"[[45.67023, 26.926439]]",POINT
روضة ام عواقيل,"[[45.836678, 26.069698]]",POINT
روضة ام عواقيل,"[[45.397396, 24.66568]]",POINT
روضة ام عويقيلات,"[[45.789492, 26.05442]]",POINT
روضة ام قلبان,"[[45.891781, 26.051502]]",POINT
روضة ام هلي,"[[44.608119, 25.158885]]",POINT
روضة برغش,"[[45.95654, 25.833836]]",POINT
روضة برودان,"[[45.62341, 25.193689]]",POINT
روضة دريبات الخيل,"[[45.985959, 25.816154]]",POINT
روضة سدران,"[[45.402031, 24.729366]]",POINT
روضة سمحان,"[[45.947614, 24.69821]]",POINT
روضة سمليل,"[[45.833781, 26.03101]]",POINT
روضة شويهينة,"[[44.983842, 26.646116]]",POINT
روضة صنة,"[[45.338516, 26.797543]]",POINT
روضة طاسان,"[[45.625985, 26.316912]]",POINT
روضة طريف الحبل,"[[45.649717, 25.016792]]",POINT
روضة طلايب,"[[45.732307, 25.908101]]",POINT
روضة عقرباء,"[[46.445067, 24.915125]]",POINT
روضة فويلج,"[[46.166825, 25.689318]]",POINT
روضة فياخ,"[[46.789098, 23.305221]]",POINT
روضة قاع ثرمداء,"[[45.482368, 25.153885]]",POINT
روضة قبعة,"[[46.111507, 25.629215]]",POINT
روضة مخيريق,"[[46.786737, 24.278026]]",POINT
روضة مطربة,"[[44.444504, 25.438843]]",POINT
روضة مطربة,"[[45.755653, 26.187286]]",POINT
روضة مطيربة,"[[45.77945, 26.151667]]",POINT
روضة نورة,"[[46.225147, 25.69376]]",POINT
رويضات السلم,"[[45.1893, 25.470557]]",POINT
رياض بادي,"[[45.7793, 26.022127]]",POINT
سد,"[[46.26729, 25.153842]]",POINT
سد الجزر,"[[45.43529, 25.697536]]",POINT
سد الحريق,"[[46.430132, 23.670967]]",POINT
سد الحريق,"[[46.79163, 23.523831]]",POINT
سد الحفيرة,"[[44.955518, 22.824268]]",POINT
سد الحلوة,"[[46.690972, 23.450983]]",POINT
سد الحنابج,"[[43.332288, 23.99178]]",POINT
سد الدحل,"[[43.796139, 21.125336]]",POINT
سد الشعراء,"[[44.153559, 24.234252]]",POINT
سد الغيل,"[[46.45925, 22.600679]]",POINT
سد النسق القديم,"[[45.012424, 23.994935]]",POINT
سد الوسيعة,"[[45.014591, 25.986657]]",POINT
سد ام هيشة,"[[45.243523, 24.056883]]",POINT
سد بالان,"[[44.035091, 21.542881]]",POINT
سد جفنا,"[[43.449533, 24.157927]]",POINT
سد حجيلاء,"[[45.396259, 23.851426]]",POINT
سد حريملاء,"[[46.07739, 25.094061]]",POINT
سد سدوس,"[[46.147985, 25.006213]]",POINT
سد صلبوخ,"[[46.335869, 25.073526]]",POINT
سد عنان,"[[45.203075, 23.832843]]",POINT
سد مطيريحة,"[[44.243853, 21.381927]]",POINT
سد ملهم,"[[46.240683, 25.143435]]",POINT
سد نخيلان,"[[44.909556, 23.968885]]",POINT
سد وادي الصفرات,"[[46.022909, 25.274842]]",POINT
شعب ريحان,"[[42.912233, 23.569558]]",POINT
شعبان البراعم,"[[44.532952, 20.262566]]",POINT
